,BLKSPLITID,SPLIT,SPLIT_IDX,HH19,ADDPT,BLK_ACRES,BLK_HH19,BLK_ADDPT,PCT_ACRES,PCT_HH19
100,490111258041022_0,0,0,0.0,0.0,0.30582013688117,0.0,0.0,1.0,1.0
101,490111253062005_0,0,0,42.0,21.0,9.15328580486629,42.0,21.0,1.0,1.0
102,490111259082009_0,0,0,50.0,30.0,6.35515307114826,50.0,30.0,1.0,1.0
103,490111270061007_0,0,0,16.0,8.0,2.31861464079047,16.0,8.0,1.0,1.0
104,490111262043013_0,0,0,61.0,35.0,7.14297769225318,61.0,35.0,1.0,1.0
105,490111263041027_1,1,1,0.0,0.0,407.90468036841725,0.0,0.0,0.021915771282982537,0.021915771282982537
106,490111263041027_2,1,2,0.0,0.0,407.90468036841725,0.0,0.0,0.1500473267376336,0.1500473267376336
107,490111263041027_3,1,3,0.0,0.0,407.90468036841725,0.0,0.0,0.8280369019793838,0.8280369019793838
108,490111258013008_0,0,0,117.0,16.0,11.236974136775,117.0,16.0,1.0,1.0
109,490111251032018_0,0,0,0.0,0.0,14.3462803225913,0.0,0.0,1.0,1.0
110,490111270033036_2,1,2,0.0,0.0,374.3261256635979,0.0,0.0,0.004798503186879044,0.004798503186879044
111,490111270033036_1,1,1,0.0,0.0,374.3261256635979,0.0,0.0,0.9952014968131209,0.9952014968131209
112,490111261082018_4,1,4,0.0,0.0,647.0785256605225,1.0,0.0,0.5124580206543463,0.0
113,490111261082018_1,1,1,0.0,0.0,647.0785256605225,1.0,0.0,0.12182545394998955,0.0
114,490111261082018_2,1,2,1.0,0.0,647.0785256605225,1.0,0.0,0.3095251223386075,1.0
115,490111261082018_3,1,3,0.0,0.0,647.0785256605225,1.0,0.0,0.05619140305705666,0.0
116,490119800001015_1,1,1,0.0,0.0,1549.9939476537102,0.0,0.0,0.8061357177602584,0.8061357177602584
117,490119800001015_2,1,2,0.0,0.0,1549.9939476537102,0.0,0.0,0.0796983764233599,0.0796983764233599
118,490119800001015_3,1,3,0.0,0.0,1549.9939476537102,0.0,0.0,0.11416590581638161,0.11416590581638161
119,490111254102016_0,0,0,60.0,32.0,16.7743536011426,60.0,32.0,1.0,1.0
120,490111263043023_0,0,0,68.0,44.0,10.2426322376664,68.0,44.0,1.0,1.0
121,490111263041013_3,1,3,0.0,0.0,22.18932521770965,0.0,0.0,0.2131950298915129,0.2131950298915129
122,490111263041013_1,1,1,0.0,0.0,22.18932521770965,0.0,0.0,0.3254389123133195,0.3254389123133195
123,490111263041013_2,1,2,0.0,0.0,22.18932521770965,0.0,0.0,0.4613660577951676,0.4613660577951676
124,490111264051004_0,0,0,114.0,60.0,22.6861425694952,114.0,60.0,1.0,1.0
125,490119800001001_1,1,1,0.0,0.0,98.0706694768063,0.0,0.0,0.6630927369823959,0.6630927369823959
126,490119800001001_2,1,2,0.0,0.0,98.0706694768063,0.0,0.0,0.33690726301760415,0.33690726301760415
127,490111254112010_2,1,2,68.0,45.0,10334.135307108343,68.0,45.0,0.03384059469492764,1.0
128,490111254112010_3,1,3,0.0,0.0,10334.135307108343,68.0,45.0,0.9284472399354311,0.0
129,490111254112010_1,1,1,0.0,0.0,10334.135307108343,68.0,45.0,0.03771216536964123,0.0
130,490111262041001_3,1,3,0.0,0.0,690.3810821656598,0.0,0.0,0.008326821865836309,0.008326821865836309
131,490111262041001_4,1,4,0.0,0.0,690.3810821656598,0.0,0.0,0.9427415072748366,0.9427415072748366
132,490111262041001_1,1,1,0.0,0.0,690.3810821656598,0.0,0.0,0.03760048359029327,0.03760048359029327
133,490111262041001_2,1,2,0.0,0.0,690.3810821656598,0.0,0.0,0.011331187269033696,0.011331187269033696
134,490111260023023_0,0,0,64.0,32.0,17.6190217428259,64.0,32.0,1.0,1.0
135,490111268023012_0,0,0,73.0,44.0,25.7276784217923,73.0,44.0,1.0,1.0
136,490111255023018_0,0,0,7.0,4.0,17.3591592780847,7.0,4.0,1.0,1.0
137,490111262062032_2,1,2,17.0,11.0,61.0603172364255,17.0,11.0,0.4970099689109421,1.0
138,490111262062032_1,1,1,0.0,0.0,61.0603172364255,17.0,11.0,0.5029900310890579,0.0
139,490111260023046_1,1,1,0.0,0.0,114.97553716692137,0.0,0.0,0.9169727756938474,0.9169727756938474
140,490111260023046_2,1,2,0.0,0.0,114.97553716692137,0.0,0.0,0.08302722430615256,0.08302722430615256
141,490111264022021_0,0,0,141.0,74.0,92.830075540596,141.0,74.0,1.0,1.0
142,490111264052018_0,0,0,54.0,28.0,16.4513926516571,54.0,28.0,1.0,1.0
143,490111264042015_0,0,0,28.0,2.0,17.7728752850864,28.0,2.0,1.0,1.0
144,490111258051022_0,0,0,0.0,0.0,14.8326834084034,0.0,0.0,1.0,1.0
145,490111257011007_0,0,0,45.0,0.0,1.4011583248687,45.0,0.0,1.0,1.0
146,490111269023009_0,0,0,39.0,22.0,8.97649980621331,39.0,22.0,1.0,1.0
147,490111253043014_0,0,0,36.0,18.0,5.07144981395987,36.0,18.0,1.0,1.0
148,490111263062040_0,0,0,23.0,12.0,4.69080947511858,23.0,12.0,1.0,1.0
149,490111270032015_1,1,1,0.0,0.0,13.39743919628442,32.0,31.0,0.08737368456163352,0.0
150,490111270032015_2,1,2,32.0,31.0,13.39743919628442,32.0,31.0,0.9126263154383665,1.0
151,490111258091008_0,0,0,0.0,0.0,2.23109737952837,0.0,0.0,1.0,1.0
152,490111263041011_1,1,1,0.0,0.0,16.14274245132408,0.0,0.0,0.7630446285222539,0.7630446285222539
153,490111263041011_2,1,2,0.0,0.0,16.14274245132408,0.0,0.0,0.23695537147774617,0.23695537147774617
154,490111259054016_0,0,0,0.0,0.0,4.72270565764211,0.0,0.0,1.0,1.0
155,490111269013007_0,0,0,52.0,26.0,6.77487879212204,52.0,26.0,1.0,1.0
156,490111262032010_0,0,0,107.0,74.0,16.091351451821,107.0,74.0,1.0,1.0
157,490111256001005_0,0,0,0.0,0.0,23.1261634169238,0.0,0.0,1.0,1.0
158,490111261053010_0,0,0,34.0,17.0,9.39595253592229,34.0,17.0,1.0,1.0
159,490111263041001_3,1,3,0.0,0.0,18.089092715898552,0.0,0.0,0.24958570141062295,0.24958570141062295
160,490111263041001_1,1,1,0.0,0.0,18.089092715898552,0.0,0.0,0.2507674493511027,0.2507674493511027
161,490111263041001_2,1,2,0.0,0.0,18.089092715898552,0.0,0.0,0.4996468492382743,0.4996468492382743
162,490111254082008_2,1,2,0.0,0.0,3302.709980542742,0.0,0.0,0.0004166101842663303,0.0004166101842663303
163,490111254082008_1,1,1,0.0,0.0,3302.709980542742,0.0,0.0,0.9995833898157337,0.9995833898157337
164,490111253043004_0,0,0,20.0,10.0,2.64599485461968,20.0,10.0,1.0,1.0
165,490111271001020_0,0,0,57.0,32.0,16.39465798236,57.0,32.0,1.0,1.0
166,490111264052012_0,0,0,28.0,14.0,6.48240114729238,28.0,14.0,1.0,1.0
167,490111262032021_0,0,0,83.0,47.0,41.3744368132506,83.0,47.0,1.0,1.0
168,490111260013006_0,0,0,1.0,1.0,9.73592243765263,1.0,1.0,1.0,1.0
169,490111260022015_0,0,0,40.0,20.0,7.88309807183836,40.0,20.0,1.0,1.0
170,490111253062018_0,0,0,73.0,38.0,12.9782084494154,73.0,38.0,1.0,1.0
171,490111258012013_0,0,0,64.0,32.0,9.73170695262392,64.0,32.0,1.0,1.0
172,490111258072000_0,0,0,0.0,0.0,0.491988318854244,0.0,0.0,1.0,1.0
173,490111262062024_0,0,0,42.0,21.0,14.7287702370298,42.0,21.0,1.0,1.0
174,490111255032021_2,1,2,30.0,20.0,8.38070593813376,70.0,42.0,0.3329338906911814,0.42857142857142855
175,490111255032021_1,1,1,40.0,22.0,8.38070593813376,70.0,42.0,0.6670661093088186,0.5714285714285714
176,490111264022027_3,1,3,0.0,0.0,1761.9060268445835,0.0,0.0,0.8298285016339177,0.8298285016339177
177,490111264022027_1,1,1,0.0,0.0,1761.9060268445835,0.0,0.0,0.16311559625858518,0.16311559625858518
178,490111264022027_2,1,2,0.0,0.0,1761.9060268445835,0.0,0.0,0.007055902107497022,0.007055902107497022
179,490111253061016_0,0,0,90.0,53.0,16.1420319613568,90.0,53.0,1.0,1.0
180,490119800001018_0,0,0,0.0,0.0,6.97474502783814,0.0,0.0,1.0,1.0
181,490111269014006_0,0,0,70.0,32.0,14.0948332691099,70.0,32.0,1.0,1.0
182,490111261012001_0,0,0,186.0,95.0,114.225438769286,186.0,95.0,1.0,1.0
183,490111254082020_2,1,2,0.0,0.0,11318.965189374341,0.0,0.0,0.0003640917646083305,0.0003640917646083305
184,490111254082020_1,1,1,0.0,0.0,11318.965189374341,0.0,0.0,0.9996359082353916,0.9996359082353916
185,490111251033027_1,1,1,10.0,5.0,5.8317614280625305,10.0,5.0,0.824627402334322,1.0
186,490111251033027_2,1,2,0.0,0.0,5.8317614280625305,10.0,5.0,0.17537259766567803,0.0
187,490111261013014_0,0,0,152.0,81.0,55.4852028334227,152.0,81.0,1.0,1.0
188,490111262062041_2,1,2,0.0,0.0,261.8624237203242,4.0,3.0,0.08215980848877848,0.0
189,490111262062041_1,1,1,4.0,3.0,261.8624237203242,4.0,3.0,0.9178401915112214,1.0
190,490111262051054_0,0,0,0.0,0.0,2.60684118884789,0.0,0.0,1.0,1.0
191,490111254132011_1,1,1,46.0,23.0,26.31460478548267,76.0,38.0,0.3685101188834139,0.6052631578947368
192,490111254132011_2,1,2,30.0,15.0,26.31460478548267,76.0,38.0,0.6314898811165861,0.39473684210526316
193,490111262043000_0,0,0,67.0,33.0,16.6534632903688,67.0,33.0,1.0,1.0
194,490111258043000_2,1,2,0.0,0.0,3.26827780217062,0.0,0.0,0.3093644805272053,0.3093644805272053
195,490111258043000_1,1,1,0.0,0.0,3.26827780217062,0.0,0.0,0.6906355194727948,0.6906355194727948
196,490111268023007_1,1,1,16.0,8.0,136.24553320358922,227.0,133.0,0.24215847798382753,0.07048458149779736
197,490111268023007_2,1,2,211.0,125.0,136.24553320358922,227.0,133.0,0.7578415220161724,0.9295154185022027
198,490111255013001_0,0,0,92.0,46.0,17.4343212630112,92.0,46.0,1.0,1.0
199,490111251022002_0,0,0,13.0,7.0,40.5672955976238,13.0,7.0,1.0,1.0
200,490111251041011_0,0,0,0.0,0.0,1.53225563862331,0.0,0.0,1.0,1.0
201,490111263041034_0,0,0,2.0,2.0,4.90700375847437,2.0,2.0,1.0,1.0
202,490111264062003_0,0,0,24.0,0.0,2.28764057319975,24.0,0.0,1.0,1.0
203,490111261071017_0,0,0,30.0,15.0,4.78157917151063,30.0,15.0,1.0,1.0
204,490111271003000_0,0,0,0.0,0.0,0.991366576258599,0.0,0.0,1.0,1.0
205,490111261051022_0,0,0,68.0,45.0,12.5805532974043,68.0,45.0,1.0,1.0
206,490111261071014_0,0,0,0.0,0.0,4.09481330370538,0.0,0.0,1.0,1.0
207,490111254151009_0,0,0,62.0,31.0,7.45538048909519,62.0,31.0,1.0,1.0
208,490111251032023_0,0,0,32.0,18.0,5.45657892709252,32.0,18.0,1.0,1.0
209,490111254112002_5,1,5,0.0,0.0,1739.2335221335575,0.0,0.0,0.3177020644047554,0.3177020644047554
210,490111254112002_1,1,1,0.0,0.0,1739.2335221335575,0.0,0.0,0.14055143150138888,0.14055143150138888
211,490111254112002_2,1,2,0.0,0.0,1739.2335221335575,0.0,0.0,0.07606596120192641,0.07606596120192641
212,490111254112002_3,1,3,0.0,0.0,1739.2335221335575,0.0,0.0,0.007524211979800194,0.007524211979800194
213,490111254112002_4,1,4,0.0,0.0,1739.2335221335575,0.0,0.0,0.45815633091212915,0.45815633091212915
214,490111261061026_0,0,0,75.0,38.0,34.1880013847879,75.0,38.0,1.0,1.0
215,490111252011003_1,1,1,0.0,0.0,7.45849959009862,0.0,0.0,0.42869982070682283,0.42869982070682283
216,490111252011003_2,1,2,0.0,0.0,7.45849959009862,0.0,0.0,0.5713001792931771,0.5713001792931771
217,490111259061024_0,0,0,53.0,27.0,8.82751301986141,53.0,27.0,1.0,1.0
218,490111258093004_0,0,0,0.0,0.0,6.61659547482322,0.0,0.0,1.0,1.0
219,490111271002011_0,0,0,12.0,6.0,4.66095784671728,12.0,6.0,1.0,1.0
220,490111262042001_2,1,2,17.0,14.0,92.31439260503024,41.0,34.0,0.04734436249249055,0.4146341463414634
221,490111262042001_3,1,3,12.0,12.0,92.31439260503024,41.0,34.0,0.3377622378342083,0.2926829268292683
222,490111262042001_1,1,1,12.0,8.0,92.31439260503024,41.0,34.0,0.6148933996733013,0.2926829268292683
223,490111258072020_0,0,0,0.0,0.0,18.2101788855189,0.0,0.0,1.0,1.0
224,490111263032002_0,0,0,0.0,0.0,5.99405684820159,0.0,0.0,1.0,1.0
225,490111269021012_0,0,0,180.0,99.0,20.724434180571,180.0,99.0,1.0,1.0
226,490111254082015_0,0,0,0.0,0.0,12.8824896294286,0.0,0.0,1.0,1.0
227,490111259063011_0,0,0,20.0,10.0,3.42902948621479,20.0,10.0,1.0,1.0
228,490111257012000_0,0,0,69.0,12.0,12.5061778493113,69.0,12.0,1.0,1.0
229,490111271004006_0,0,0,34.0,17.0,6.44165570237395,34.0,17.0,1.0,1.0
230,490111253042007_0,0,0,34.0,17.0,5.09451504557788,34.0,17.0,1.0,1.0
231,490111262052017_0,0,0,94.0,48.0,24.7806706472218,94.0,48.0,1.0,1.0
232,490111268013002_0,0,0,27.0,14.0,4.96780337298318,27.0,14.0,1.0,1.0
233,490111260021006_0,0,0,0.0,0.0,34.2196936586193,0.0,0.0,1.0,1.0
234,490111270033026_0,0,0,130.0,73.0,58.6410128356339,130.0,73.0,1.0,1.0
235,490111251042004_0,0,0,1.0,1.0,125.316318692412,1.0,1.0,1.0,1.0
236,490111270023017_0,0,0,6.0,6.0,12.5262168399727,6.0,6.0,1.0,1.0
237,490111263041014_5,1,5,0.0,0.0,147.51707216392222,6.0,6.0,0.063016668183794,0.0
238,490111263041014_1,1,1,2.0,2.0,147.51707216392222,6.0,6.0,0.4000230130474399,0.3333333333333333
239,490111263041014_2,1,2,0.0,0.0,147.51707216392222,6.0,6.0,0.03466896144858974,0.0
240,490111263041014_3,1,3,0.0,0.0,147.51707216392222,6.0,6.0,0.06880677739403573,0.0
241,490111263041014_4,1,4,4.0,4.0,147.51707216392222,6.0,6.0,0.43348457992614065,0.6666666666666666
242,490111270033012_1,1,1,0.0,0.0,11.71208840949557,0.0,0.0,0.9142070261600898,0.9142070261600898
243,490111270033012_2,1,2,0.0,0.0,11.71208840949557,0.0,0.0,0.0857929738399103,0.0857929738399103
244,490119800001029_1,1,1,0.0,0.0,431.9486023070127,0.0,0.0,0.6330528772666261,0.6330528772666261
245,490119800001029_2,1,2,0.0,0.0,431.9486023070127,0.0,0.0,0.09952678313183592,0.09952678313183592
246,490119800001029_3,1,3,0.0,0.0,431.9486023070127,0.0,0.0,0.26742033960153794,0.26742033960153794
247,490111270024041_1,1,1,0.0,0.0,52.7526518492251,1.0,1.0,0.5127497307103706,0.0
248,490111270024041_2,1,2,1.0,1.0,52.7526518492251,1.0,1.0,0.48725026928962945,1.0
249,490111267001002_0,0,0,36.0,17.0,10.943281029425,36.0,17.0,1.0,1.0
250,490111260021022_0,0,0,320.0,189.0,129.808881268331,320.0,189.0,1.0,1.0
251,490111253071016_0,0,0,42.0,21.0,7.69098654595031,42.0,21.0,1.0,1.0
252,490111263041068_0,0,0,103.0,57.0,18.270520719336,103.0,57.0,1.0,1.0
253,490111251042021_0,0,0,105.0,53.0,26.488458389679,105.0,53.0,1.0,1.0
254,490111270051002_0,0,0,6.0,3.0,1.64141419194308,6.0,3.0,1.0,1.0
255,490111254092010_2,1,2,276.0,140.0,98.8541509713209,356.0,181.0,0.8606908204024627,0.7752808988764045
256,490111254092010_1,1,1,80.0,41.0,98.8541509713209,356.0,181.0,0.1393091795975372,0.2247191011235955
257,490111251031003_1,1,1,0.0,0.0,239.0412708459499,306.0,155.0,0.009033703563087034,0.0
258,490111251031003_2,1,2,306.0,155.0,239.0412708459499,306.0,155.0,0.990966296436913,1.0
259,490111254143010_0,0,0,136.0,84.0,11.6220155850913,136.0,84.0,1.0,1.0
260,490111266002000_0,0,0,89.0,64.0,27.4007501728934,89.0,64.0,1.0,1.0
261,490111258014013_0,0,0,2.0,1.0,60.0823221267316,2.0,1.0,1.0,1.0
262,490111264043012_0,0,0,64.0,39.0,122.656261738663,64.0,39.0,1.0,1.0
263,490111270024058_0,0,0,0.0,0.0,4.37178715207346,0.0,0.0,1.0,1.0
264,490111262031007_2,1,2,0.0,0.0,12.01265173916145,32.0,22.0,0.22138697734333584,0.0
265,490111262031007_1,1,1,32.0,22.0,12.01265173916145,32.0,22.0,0.7786130226566641,1.0
266,490111259051000_0,0,0,0.0,0.0,0.716726109624091,0.0,0.0,1.0,1.0
267,490111252012011_0,0,0,73.0,73.0,29.508954040992,73.0,73.0,1.0,1.0
268,490111264062014_0,0,0,55.0,0.0,2.88852711463611,55.0,0.0,1.0,1.0
269,490111254111012_2,1,2,18.0,10.0,448.36925735410415,639.0,564.0,0.1334444380005199,0.028169014084507043
270,490111254111012_3,1,3,0.0,0.0,448.36925735410415,639.0,564.0,0.002513202865651256,0.0
271,490111254111012_1,1,1,621.0,554.0,448.36925735410415,639.0,564.0,0.8640423591338289,0.971830985915493
272,490111251022037_2,1,2,0.0,0.0,10.500289000079249,0.0,0.0,0.19789306665886025,0.19789306665886025
273,490111251022037_1,1,1,0.0,0.0,10.500289000079249,0.0,0.0,0.8021069333411398,0.8021069333411398
274,490111255011027_0,0,0,62.0,59.0,28.334744508641,62.0,59.0,1.0,1.0
