,BLKSPLITID,SPLIT,SPLIT_IDX,HH19,ADDPT,BLK_ACRES,BLK_HH19,BLK_ADDPT,PCT_ACRES,PCT_HH19
64,490111270052016_2,1,2,61.0,0.0,150.9606444405982,63.0,0.0,0.12500335693450634,0.9682539682539683
65,490111270052016_1,1,1,2.0,0.0,150.9606444405982,63.0,0.0,0.8749966430654936,0.031746031746031744
66,490111254081000_1,1,1,0.0,0.0,31.02910665565672,0.0,0.0,0.6964392430442641,0.6964392430442641
67,490111254081000_2,1,2,0.0,0.0,31.02910665565672,0.0,0.0,0.30356075695573603,0.30356075695573603
68,490111262032004_0,0,0,8.0,0.0,14.9356228245794,8.0,0.0,1.0,1.0
69,490111257021001_0,0,0,0.0,0.0,2.80515047417093,0.0,0.0,1.0,1.0
70,490111261072014_0,0,0,7.0,0.0,12.357857327039,7.0,0.0,1.0,1.0
71,490111262051005_0,0,0,94.0,0.0,123.884959680443,94.0,0.0,1.0,1.0
72,490119800001012_0,0,0,0.0,0.0,65.9406353802285,0.0,0.0,1.0,1.0
73,490111264041019_0,0,0,6.0,0.0,7.49398493591072,6.0,0.0,1.0,1.0
74,490111251032035_1,1,1,88.0,0.0,131.83930262330134,94.0,0.0,0.981703229318493,0.9361702127659575
75,490111251032035_2,1,2,6.0,0.0,131.83930262330134,94.0,0.0,0.01829677068150701,0.06382978723404255
76,490111269022006_0,0,0,120.0,0.0,16.3259393513779,120.0,0.0,1.0,1.0
77,490111264022010_0,0,0,24.0,0.0,10.1522400236098,24.0,0.0,1.0,1.0
78,490111263043006_0,0,0,26.0,0.0,10.7656322093323,26.0,0.0,1.0,1.0
79,490111260014002_0,0,0,4.0,0.0,7.49738467823475,4.0,0.0,1.0,1.0
80,490111262061054_1,1,1,0.0,0.0,29.0877852186095,0.0,0.0,0.4773317146718615,0.4773317146718615
81,490111262061054_2,1,2,0.0,0.0,29.0877852186095,0.0,0.0,0.5226682853281386,0.5226682853281386
82,490111258102013_0,0,0,0.0,0.0,23.4021323476894,0.0,0.0,1.0,1.0
83,490111254082041_2,1,2,86.0,0.0,270.71800124834533,86.0,0.0,0.9829197737534583,1.0
84,490111254082041_3,1,3,0.0,0.0,270.71800124834533,86.0,0.0,0.013110768407083584,0.0
85,490111254082041_1,1,1,0.0,0.0,270.71800124834533,86.0,0.0,0.00396945783945824,0.0
86,490111257013006_2,1,2,0.0,0.0,30.57012645827237,252.0,0.0,0.0738131744599264,0.0
87,490111257013006_1,1,1,252.0,0.0,30.57012645827237,252.0,0.0,0.9261868255400736,1.0
88,490111263061016_0,0,0,18.0,0.0,5.35305894632192,18.0,0.0,1.0,1.0
89,490111263061004_0,0,0,49.0,0.0,24.6244861732391,49.0,0.0,1.0,1.0
90,490111261012023_0,0,0,18.0,0.0,5.57531168422335,18.0,0.0,1.0,1.0
91,490111254132025_0,0,0,16.0,0.0,6.94327384296085,16.0,0.0,1.0,1.0
92,490111260022023_0,0,0,24.0,0.0,8.84326313322616,24.0,0.0,1.0,1.0
93,490111255023011_1,1,1,0.0,0.0,7.68134703615866,0.0,0.0,0.16197171696215518,0.16197171696215518
94,490111255023011_2,1,2,0.0,0.0,7.68134703615866,0.0,0.0,0.8380282830378448,0.8380282830378448
95,490111269024003_1,1,1,8.0,0.0,22.990462096626942,23.0,0.0,0.17240704476173965,0.34782608695652173
96,490111269024003_2,1,2,15.0,0.0,22.990462096626942,23.0,0.0,0.8275929552382603,0.6521739130434783
97,490111266002013_0,0,0,63.0,0.0,27.7483252427471,63.0,0.0,1.0,1.0
98,490111260012018_0,0,0,59.0,0.0,21.8321192110734,59.0,0.0,1.0,1.0
99,490111265004015_0,0,0,1.0,0.0,5.57103810221603,1.0,0.0,1.0,1.0
100,490111254121012_0,0,0,5.0,0.0,3.04312475600518,5.0,0.0,1.0,1.0
101,490111259052001_0,0,0,57.0,0.0,11.1169058491826,57.0,0.0,1.0,1.0
102,490111261061010_0,0,0,10.0,0.0,22.3348201019839,10.0,0.0,1.0,1.0
103,490111259081005_0,0,0,47.0,0.0,34.4019430801098,47.0,0.0,1.0,1.0
104,490111258041023_0,0,0,0.0,0.0,1.19958496040297,0.0,0.0,1.0,1.0
105,490111253062006_0,0,0,39.0,0.0,17.060352414877,39.0,0.0,1.0,1.0
106,490111259083006_0,0,0,48.0,0.0,35.826965676853,48.0,0.0,1.0,1.0
107,490111270061009_0,0,0,36.0,0.0,37.8310056440611,36.0,0.0,1.0,1.0
108,490111262043018_0,0,0,48.0,0.0,14.8272315966318,48.0,0.0,1.0,1.0
109,490111263041027_2,1,2,0.0,0.0,407.90468036841725,0.0,0.0,0.1500473267376336,0.1500473267376336
110,490111263041027_3,1,3,0.0,0.0,407.90468036841725,0.0,0.0,0.8280369019793838,0.8280369019793838
111,490111263041027_1,1,1,0.0,0.0,407.90468036841725,0.0,0.0,0.021915771282982537,0.021915771282982537
112,490111258013009_0,0,0,0.0,0.0,0.507279531885556,0.0,0.0,1.0,1.0
113,490111251032018_0,0,0,0.0,0.0,14.3462803225913,0.0,0.0,1.0,1.0
114,490111254102018_0,0,0,30.0,0.0,20.1431945680372,30.0,0.0,1.0,1.0
115,490111261082020_0,0,0,10.0,0.0,27.6450480019338,10.0,0.0,1.0,1.0
116,490119800001015_2,1,2,0.0,0.0,1549.9939476537102,0.0,0.0,0.0796983764233599,0.0796983764233599
117,490119800001015_3,1,3,0.0,0.0,1549.9939476537102,0.0,0.0,0.11416590581638161,0.11416590581638161
118,490119800001015_1,1,1,0.0,0.0,1549.9939476537102,0.0,0.0,0.8061357177602584,0.8061357177602584
119,490111270033037_0,0,0,0.0,0.0,41.1846804134593,0.0,0.0,1.0,1.0
120,490111263043025_0,0,0,23.0,0.0,6.7280605500254,23.0,0.0,1.0,1.0
121,490111263041014_1,1,1,0.0,0.0,147.51707216392222,0.0,0.0,0.4000230130474399,0.4000230130474399
122,490111263041014_2,1,2,0.0,0.0,147.51707216392222,0.0,0.0,0.03466896144858974,0.03466896144858974
123,490111263041014_3,1,3,0.0,0.0,147.51707216392222,0.0,0.0,0.06880677739403573,0.06880677739403573
124,490111263041014_4,1,4,0.0,0.0,147.51707216392222,0.0,0.0,0.43348457992614065,0.43348457992614065
125,490111263041014_5,1,5,0.0,0.0,147.51707216392222,0.0,0.0,0.063016668183794,0.063016668183794
126,490111264051014_0,0,0,18.0,0.0,6.93024886745904,18.0,0.0,1.0,1.0
127,490119800001001_2,1,2,0.0,0.0,98.0706694768063,0.0,0.0,0.33690726301760415,0.33690726301760415
128,490119800001001_1,1,1,0.0,0.0,98.0706694768063,0.0,0.0,0.6630927369823959,0.6630927369823959
129,490111254112010_3,1,3,0.0,0.0,10334.135307108343,23.0,0.0,0.9284472399354311,0.0
130,490111254112010_1,1,1,0.0,0.0,10334.135307108343,23.0,0.0,0.03771216536964123,0.0
131,490111254112010_2,1,2,23.0,0.0,10334.135307108343,23.0,0.0,0.03384059469492764,1.0
132,490111262041001_4,1,4,0.0,0.0,690.3810821656598,0.0,0.0,0.9427415072748366,0.9427415072748366
133,490111262041001_1,1,1,0.0,0.0,690.3810821656598,0.0,0.0,0.03760048359029327,0.03760048359029327
134,490111262041001_2,1,2,0.0,0.0,690.3810821656598,0.0,0.0,0.011331187269033696,0.011331187269033696
135,490111262041001_3,1,3,0.0,0.0,690.3810821656598,0.0,0.0,0.008326821865836309,0.008326821865836309
136,490111260023025_0,0,0,23.0,0.0,9.95913221058469,23.0,0.0,1.0,1.0
137,490111268023013_0,0,0,4.0,0.0,2.11109497912914,4.0,0.0,1.0,1.0
138,490111255023019_0,0,0,3.0,0.0,33.176231179591,3.0,0.0,1.0,1.0
139,490111262062033_1,1,1,0.0,0.0,9357.759161447633,0.0,0.0,0.005738798731345264,0.005738798731345264
140,490111262062033_2,1,2,0.0,0.0,9357.759161447633,0.0,0.0,0.9940716375005806,0.9940716375005806
141,490111262062033_3,1,3,0.0,0.0,9357.759161447633,0.0,0.0,0.0001895637680742268,0.0001895637680742268
142,490111260023046_2,1,2,0.0,0.0,114.97553716692137,0.0,0.0,0.08302722430615256,0.08302722430615256
143,490111260023046_1,1,1,0.0,0.0,114.97553716692137,0.0,0.0,0.9169727756938474,0.9169727756938474
144,490111264022026_1,1,1,97.0,0.0,318.8950419514123,97.0,0.0,0.984794398505289,1.0
145,490111264022026_2,1,2,0.0,0.0,318.8950419514123,97.0,0.0,0.01520560149471084,0.0
146,490111264052019_0,0,0,5.0,0.0,3.72807303327449,5.0,0.0,1.0,1.0
147,490111264043000_0,0,0,45.0,0.0,72.1933580868361,45.0,0.0,1.0,1.0
148,490111258051024_0,0,0,0.0,0.0,3.12188907553134,0.0,0.0,1.0,1.0
149,490111257011008_0,0,0,0.0,0.0,2.99316422079552,0.0,0.0,1.0,1.0
150,490111269023010_0,0,0,22.0,0.0,9.4838423705215,22.0,0.0,1.0,1.0
151,490111253043015_0,0,0,23.0,0.0,7.53381427581279,23.0,0.0,1.0,1.0
152,490111263062041_0,0,0,12.0,0.0,9.87021996909754,12.0,0.0,1.0,1.0
153,490111270032015_2,1,2,1.0,0.0,13.39743919628442,1.0,0.0,0.9126263154383665,1.0
154,490111270032015_1,1,1,0.0,0.0,13.39743919628442,1.0,0.0,0.08737368456163352,0.0
155,490111258091009_0,0,0,0.0,0.0,2.28863752020404,0.0,0.0,1.0,1.0
156,490111263041011_2,1,2,0.0,0.0,16.14274245132408,0.0,0.0,0.23695537147774617,0.23695537147774617
157,490111263041011_1,1,1,0.0,0.0,16.14274245132408,0.0,0.0,0.7630446285222539,0.7630446285222539
158,490111262032014_0,0,0,53.0,0.0,35.0369945210145,53.0,0.0,1.0,1.0
159,490111259054017_0,0,0,184.0,0.0,22.1907708347284,184.0,0.0,1.0,1.0
160,490111256001006_1,1,1,0.0,0.0,162.0585401651125,0.0,0.0,0.496314780287039,0.496314780287039
161,490111256001006_2,1,2,0.0,0.0,162.0585401651125,0.0,0.0,0.5036852197129609,0.5036852197129609
162,490111269013010_0,0,0,22.0,0.0,6.71339443191104,22.0,0.0,1.0,1.0
163,490111261053011_0,0,0,42.0,0.0,16.7742193004619,42.0,0.0,1.0,1.0
164,490111263041002_1,1,1,0.0,0.0,6.34319404461991,0.0,0.0,0.4074758351807299,0.4074758351807299
165,490111263041002_2,1,2,0.0,0.0,6.34319404461991,0.0,0.0,0.5925241648192701,0.5925241648192701
166,490111253043005_0,0,0,16.0,0.0,4.30280109373036,16.0,0.0,1.0,1.0
167,490111254082009_1,1,1,0.0,0.0,285.8851704404878,0.0,0.0,0.12185849376251177,0.12185849376251177
168,490111254082009_2,1,2,0.0,0.0,285.8851704404878,0.0,0.0,0.37724270040563906,0.37724270040563906
169,490111254082009_3,1,3,0.0,0.0,285.8851704404878,0.0,0.0,0.5008988058318492,0.5008988058318492
170,490111271001021_0,0,0,9.0,0.0,3.58946097286282,9.0,0.0,1.0,1.0
171,490111264052014_0,0,0,45.0,0.0,27.5669530028813,45.0,0.0,1.0,1.0
172,490111262032022_0,0,0,127.0,0.0,7.70599474348352,127.0,0.0,1.0,1.0
173,490111260013007_0,0,0,23.0,0.0,51.4134593724677,23.0,0.0,1.0,1.0
174,490111260022016_0,0,0,7.0,0.0,15.2802791026351,7.0,0.0,1.0,1.0
175,490111253062026_0,0,0,7.0,0.0,2.54302543555433,7.0,0.0,1.0,1.0
176,490111258012015_0,0,0,10.0,0.0,7.58268214227204,10.0,0.0,1.0,1.0
177,490111258072002_0,0,0,0.0,0.0,1.37111787938594,0.0,0.0,1.0,1.0
178,490111262062027_0,0,0,44.0,0.0,16.6113260802244,44.0,0.0,1.0,1.0
179,490111255032024_0,0,0,36.0,0.0,37.0870192780661,36.0,0.0,1.0,1.0
180,490119800001021_0,0,0,0.0,0.0,11.3463701507948,0.0,0.0,1.0,1.0
181,490111253061017_0,0,0,17.0,0.0,5.34174274847221,17.0,0.0,1.0,1.0
182,490111264022028_1,1,1,1.0,0.0,16.29149132663035,1.0,0.0,0.7022162544564496,1.0
183,490111264022028_2,1,2,0.0,0.0,16.29149132663035,1.0,0.0,0.29778374554355036,0.0
184,490111269014007_0,0,0,0.0,0.0,19.3406180399943,0.0,0.0,1.0,1.0
185,490111261012004_0,0,0,0.0,0.0,4.18755197156739,0.0,0.0,1.0,1.0
186,490111254082021_1,1,1,0.0,0.0,8863.062718296422,0.0,0.0,0.9992783389471557,0.9992783389471557
187,490111254082021_2,1,2,0.0,0.0,8863.062718296422,0.0,0.0,0.0007216610528442571,0.0007216610528442571
188,490111251033027_1,1,1,5.0,0.0,5.8317614280625305,5.0,0.0,0.824627402334322,1.0
189,490111251033027_2,1,2,0.0,0.0,5.8317614280625305,5.0,0.0,0.17537259766567803,0.0
190,490111261013016_0,0,0,23.0,0.0,8.38721856087437,23.0,0.0,1.0,1.0
191,490111262062044_1,1,1,0.0,0.0,432.84009206393296,86.0,0.0,0.3045715217586518,0.0
192,490111262062044_2,1,2,86.0,0.0,432.84009206393296,86.0,0.0,0.6954284782413482,1.0
193,490111262052000_0,0,0,6.0,0.0,6.43750271108986,6.0,0.0,1.0,1.0
194,490111254132011_2,1,2,15.0,0.0,26.31460478548267,38.0,0.0,0.6314898811165861,0.39473684210526316
195,490111254132011_1,1,1,23.0,0.0,26.31460478548267,38.0,0.0,0.3685101188834139,0.6052631578947368
196,490111262043003_1,1,1,33.0,0.0,76.890270940346,33.0,0.0,0.813536344347621,1.0
197,490111262043003_2,1,2,0.0,0.0,76.890270940346,33.0,0.0,0.186463655652379,0.0
198,490111258043001_0,0,0,0.0,0.0,7.52036840350767,0.0,0.0,1.0,1.0
199,490111268023007_2,1,2,86.0,0.0,136.24553320358922,94.0,0.0,0.7578415220161724,0.9148936170212766
200,490111268023007_1,1,1,8.0,0.0,136.24553320358922,94.0,0.0,0.24215847798382753,0.0851063829787234
201,490111255013004_0,0,0,25.0,0.0,12.830385428683,25.0,0.0,1.0,1.0
202,490111251022002_0,0,0,6.0,0.0,40.5672955976238,6.0,0.0,1.0,1.0
203,490111251041011_0,0,0,0.0,0.0,1.53225563862331,0.0,0.0,1.0,1.0
204,490111263041036_1,1,1,0.0,0.0,30.666946991284227,0.0,0.0,0.9275621763079227,0.9275621763079227
205,490111263041036_2,1,2,0.0,0.0,30.666946991284227,0.0,0.0,0.07243782369207738,0.07243782369207738
206,490111264062004_0,0,0,32.0,0.0,18.8603204536309,32.0,0.0,1.0,1.0
207,490111261072000_0,0,0,3.0,0.0,2.26570824946225,3.0,0.0,1.0,1.0
208,490111271003001_0,0,0,0.0,0.0,43.2089681300587,0.0,0.0,1.0,1.0
209,490111261051024_0,0,0,1.0,0.0,13.2202674537273,1.0,0.0,1.0,1.0
210,490111261071015_1,1,1,0.0,0.0,41.03369340526914,0.0,0.0,0.3543904141840244,0.3543904141840244
211,490111261071015_2,1,2,0.0,0.0,41.03369340526914,0.0,0.0,0.1402624565120423,0.1402624565120423
212,490111261071015_3,1,3,0.0,0.0,41.03369340526914,0.0,0.0,0.14017156272856043,0.14017156272856043
213,490111261071015_4,1,4,0.0,0.0,41.03369340526914,0.0,0.0,0.36517556657537287,0.36517556657537287
214,490111254151010_0,0,0,14.0,0.0,3.35775406306859,14.0,0.0,1.0,1.0
215,490111251032023_0,0,0,14.0,0.0,5.45657892709252,14.0,0.0,1.0,1.0
216,490111254112003_1,1,1,0.0,0.0,32.4913041042065,23.0,0.0,0.5991210766553319,0.0
217,490111254112003_2,1,2,23.0,0.0,32.4913041042065,23.0,0.0,0.4008789233446682,1.0
218,490111252011003_2,1,2,0.0,0.0,7.45849959009862,0.0,0.0,0.5713001792931771,0.5713001792931771
219,490111252011003_1,1,1,0.0,0.0,7.45849959009862,0.0,0.0,0.42869982070682283,0.42869982070682283
220,490111261062000_0,0,0,0.0,0.0,1.32326737771576,0.0,0.0,1.0,1.0
221,490111259061026_0,0,0,5.0,0.0,5.53936235526152,5.0,0.0,1.0,1.0
222,490111258093005_0,0,0,0.0,0.0,1.31967148623315,0.0,0.0,1.0,1.0
223,490111271002016_0,0,0,55.0,0.0,4.57411758519849,55.0,0.0,1.0,1.0
224,490111262042001_3,1,3,12.0,12.0,92.31439260503024,19.0,12.0,0.3377622378342083,0.631578947368421
225,490111262042001_1,1,1,4.0,0.0,92.31439260503024,19.0,12.0,0.6148933996733013,0.21052631578947367
226,490111262042001_2,1,2,3.0,0.0,92.31439260503024,19.0,12.0,0.04734436249249055,0.15789473684210525
227,490111258072021_0,0,0,0.0,0.0,24.3121707100015,0.0,0.0,1.0,1.0
228,490111263032013_0,0,0,48.0,0.0,29.3192413782825,48.0,0.0,1.0,1.0
229,490111269021014_0,0,0,4.0,0.0,1.81769812572906,4.0,0.0,1.0,1.0
230,490111254082016_1,1,1,1.0,0.0,2273.4808805006032,1.0,0.0,0.0021581615646030974,1.0
231,490111254082016_2,1,2,0.0,0.0,2273.4808805006032,1.0,0.0,0.06660704034976635,0.0
232,490111254082016_3,1,3,0.0,0.0,2273.4808805006032,1.0,0.0,0.000562448319529864,0.0
233,490111254082016_4,1,4,0.0,0.0,2273.4808805006032,1.0,0.0,0.9306723497661007,0.0
234,490111259064000_0,0,0,61.0,0.0,13.8596962899276,61.0,0.0,1.0,1.0
235,490111257012001_0,0,0,0.0,0.0,7.4628351850612,0.0,0.0,1.0,1.0
236,490111271004008_0,0,0,24.0,0.0,7.66301515541443,24.0,0.0,1.0,1.0
237,490111253042008_0,0,0,12.0,0.0,3.17674173025093,12.0,0.0,1.0,1.0
238,490111262052022_0,0,0,0.0,0.0,1.07996843741288,0.0,0.0,1.0,1.0
239,490111268013004_0,0,0,63.0,0.0,62.1061104029296,63.0,0.0,1.0,1.0
240,490111260021009_0,0,0,92.0,0.0,109.969542841252,92.0,0.0,1.0,1.0
241,490111270033027_0,0,0,47.0,0.0,63.2540662062299,47.0,0.0,1.0,1.0
242,490111251042004_0,0,0,0.0,0.0,125.316318692412,0.0,0.0,1.0,1.0
243,490111270023019_1,1,1,0.0,0.0,11.37377189875925,0.0,0.0,0.7899981801099616,0.7899981801099616
244,490111270023019_2,1,2,0.0,0.0,11.37377189875925,0.0,0.0,0.2100018198900384,0.2100018198900384
245,490111263041018_1,1,1,0.0,0.0,35.77598913997624,0.0,0.0,0.04992436160651815,0.04992436160651815
246,490111263041018_2,1,2,0.0,0.0,35.77598913997624,0.0,0.0,0.9500756383934817,0.9500756383934817
247,490111270033012_2,1,2,0.0,0.0,11.71208840949557,0.0,0.0,0.0857929738399103,0.0857929738399103
248,490111270033012_1,1,1,0.0,0.0,11.71208840949557,0.0,0.0,0.9142070261600898,0.9142070261600898
249,490111270024041_2,1,2,0.0,0.0,52.7526518492251,0.0,0.0,0.48725026928962945,0.48725026928962945
250,490111270024041_1,1,1,0.0,0.0,52.7526518492251,0.0,0.0,0.5127497307103706,0.5127497307103706
251,490111267001003_0,0,0,15.0,0.0,3.31639553031135,15.0,0.0,1.0,1.0
252,490111260021025_0,0,0,28.0,0.0,13.6541254350099,28.0,0.0,1.0,1.0
253,490111253071017_0,0,0,12.0,0.0,3.49829693677397,12.0,0.0,1.0,1.0
254,490111263041071_0,0,0,34.0,0.0,8.41369284448053,34.0,0.0,1.0,1.0
255,490111251042026_1,1,1,3.0,0.0,15.9988123045913,3.0,0.0,0.8614112890195044,1.0
256,490111251042026_2,1,2,0.0,0.0,15.9988123045913,3.0,0.0,0.13858871098049558,0.0
257,490111270051008_0,0,0,10.0,0.0,4.01945299519068,10.0,0.0,1.0,1.0
258,490111254092013_0,0,0,18.0,0.0,6.83679060808942,18.0,0.0,1.0,1.0
259,490111251031003_1,1,1,0.0,0.0,239.0412708459499,151.0,0.0,0.009033703563087034,0.0
260,490111251031003_2,1,2,151.0,0.0,239.0412708459499,151.0,0.0,0.990966296436913,1.0
261,490111254143013_0,0,0,7.0,0.0,2.45818077642674,7.0,0.0,1.0,1.0
262,490111266002003_0,0,0,11.0,0.0,8.16020822265456,11.0,0.0,1.0,1.0
263,490111264043013_0,0,0,44.0,0.0,175.553663780709,44.0,0.0,1.0,1.0
264,490111258015000_0,0,0,0.0,0.0,3.11662137569115,0.0,0.0,1.0,1.0
265,490111270024060_0,0,0,0.0,0.0,37.077271199092,0.0,0.0,1.0,1.0
266,490111262031008_0,0,0,5.0,0.0,3.07003825359868,5.0,0.0,1.0,1.0
267,490111259051002_1,1,1,144.0,0.0,276.825802413944,179.0,0.0,0.5918287192296622,0.8044692737430168
268,490111259051002_2,1,2,35.0,0.0,276.825802413944,179.0,0.0,0.4081712807703378,0.19553072625698323
269,490111252012012_0,0,0,0.0,0.0,2.22330733928717,0.0,0.0,1.0,1.0
270,490111264062015_0,0,0,35.0,0.0,14.3114842240108,35.0,0.0,1.0,1.0
271,490111254111012_3,1,3,0.0,0.0,448.36925735410415,75.0,0.0,0.002513202865651256,0.0
272,490111254111012_1,1,1,67.0,0.0,448.36925735410415,75.0,0.0,0.8640423591338289,0.8933333333333333
273,490111254111012_2,1,2,8.0,0.0,448.36925735410415,75.0,0.0,0.1334444380005199,0.10666666666666667
