,BLKSPLITID,SPLIT,SPLIT_IDX,HH10,HH19,ADDPT,BLK_ACRES,BLK_HH10,BLK_HH19,BLK_ADDPT,PCT_ACRES,PCT_HH10,PCT_HH19
8149,490490006011008_0,0,0,1.0,1.0,0.0,16.7470881134,1.0,1.0,0.0,1.0,1.0,1.0
8150,490490007112122_2,1,2,0.0,0.0,0.0,17.83662822014,0.0,0.0,0.0,0.8613439993189146,0.8613439993189146,0.8613439993189146
8151,490490007112122_1,1,1,0.0,0.0,0.0,17.83662822014,0.0,0.0,0.0,0.13865600068108547,0.13865600068108547,0.13865600068108547
8152,490490017022004_0,0,0,2.0,9.0,0.0,26.4567729836,2.0,9.0,0.0,1.0,1.0,1.0
8153,490490101081028_4,1,4,0.0,0.0,0.0,29.61775052747,52.0,52.0,0.0,0.11094754491372566,0.0,0.0
8154,490490101081028_1,1,1,52.0,52.0,0.0,29.61775052747,52.0,52.0,0.0,0.7675244202903291,1.0,1.0
8155,490490101081028_2,1,2,0.0,0.0,0.0,29.61775052747,52.0,52.0,0.0,0.038778024169484705,0.0,0.0
8156,490490101081028_3,1,3,0.0,0.0,0.0,29.61775052747,52.0,52.0,0.0,0.08275001062646054,0.0,0.0
8157,490490023001008_0,0,0,74.0,74.0,0.0,21.7594863214,74.0,74.0,0.0,1.0,1.0,1.0
8158,490490007064004_0,0,0,57.0,57.0,0.0,17.517759084,57.0,57.0,0.0,1.0,1.0,1.0
8159,490490031031000_0,0,0,75.0,76.0,0.0,126.085602321,75.0,76.0,0.0,1.0,1.0,1.0
8160,490490007101001_0,0,0,17.0,17.0,0.0,5.84242168842,17.0,17.0,0.0,1.0,1.0,1.0
8161,490490101061080_0,0,0,0.0,0.0,0.0,4.2514700246,0.0,0.0,0.0,1.0,1.0,1.0
8162,490490101033000_1,1,1,0.0,0.0,0.0,1621.3526459844402,0.0,0.0,0.0,0.0028784531601860957,0.0028784531601860957,0.0028784531601860957
8163,490490101033000_2,1,2,0.0,0.0,0.0,1621.3526459844402,0.0,0.0,0.0,0.003514636629510078,0.003514636629510078,0.003514636629510078
8164,490490101033000_3,1,3,0.0,0.0,0.0,1621.3526459844402,0.0,0.0,0.0,0.9639766830929138,0.9639766830929138,0.9639766830929138
8165,490490101033000_4,1,4,0.0,0.0,0.0,1621.3526459844402,0.0,0.0,0.0,0.029630227117389885,0.029630227117389885,0.029630227117389885
8166,490490101082002_0,0,0,0.0,0.0,0.0,2.45061195058,0.0,0.0,0.0,1.0,1.0,1.0
8167,490490029011011_2,1,2,0.0,0.0,0.0,39.10684650078,0.0,0.0,0.0,0.7561642184933063,0.7561642184933063,0.7561642184933063
8168,490490029011011_1,1,1,0.0,0.0,0.0,39.10684650078,0.0,0.0,0.0,0.2438357815066937,0.2438357815066937,0.2438357815066937
8169,490490031042004_0,0,0,0.0,0.0,0.0,9.23055541413,0.0,0.0,0.0,1.0,1.0,1.0
8170,490490023002013_0,0,0,13.0,13.0,0.0,10.7060623153,13.0,13.0,0.0,1.0,1.0,1.0
8171,490490101082033_1,1,1,12.0,116.0,0.0,59.0174204315,57.0,161.0,0.0,0.799907039007129,0.21052631578947367,0.7204968944099379
8172,490490101082033_2,1,2,45.0,45.0,0.0,59.0174204315,57.0,161.0,0.0,0.20009296099287105,0.7894736842105263,0.2795031055900621
8173,490490023001003_0,0,0,0.0,0.0,0.0,4.48272941194,0.0,0.0,0.0,1.0,1.0,1.0
8174,490490034013018_0,0,0,11.0,11.0,0.0,5.59148727409,11.0,11.0,0.0,1.0,1.0,1.0
8175,490490007092005_0,0,0,35.0,35.0,0.0,10.5664537723,35.0,35.0,0.0,1.0,1.0,1.0
8176,490490029012009_0,0,0,0.0,0.0,0.0,2.99615246672,0.0,0.0,0.0,1.0,1.0,1.0
8177,490490022011050_0,0,0,0.0,81.0,0.0,46.5474080593,0.0,81.0,0.0,1.0,1.0,1.0
8178,490490011051010_0,0,0,19.0,19.0,0.0,6.96293618437,19.0,19.0,0.0,1.0,1.0,1.0
8179,490490101071644_2,1,2,0.0,0.0,0.0,312.68469612757,0.0,0.0,0.0,0.9958843501472647,0.9958843501472647,0.9958843501472647
8180,490490101071644_1,1,1,0.0,0.0,0.0,312.68469612757,0.0,0.0,0.0,0.00411564985273525,0.00411564985273525,0.00411564985273525
8181,490490101051006_2,1,2,0.0,116.0,0.0,1123.04092824574,97.0,423.0,0.0,0.12439203901251933,0.0,0.27423167848699764
8182,490490101051006_7,1,7,0.0,0.0,0.0,1123.04092824574,97.0,423.0,0.0,0.09171331956609009,0.0,0.0
8183,490490101051006_8,1,8,0.0,0.0,0.0,1123.04092824574,97.0,423.0,0.0,0.04512898412666756,0.0,0.0
8184,490490101051006_3,1,3,0.0,0.0,0.0,1123.04092824574,97.0,423.0,0.0,0.18490690438003432,0.0,0.0
8185,490490101051006_4,1,4,0.0,0.0,0.0,1123.04092824574,97.0,423.0,0.0,0.0928878928098814,0.0,0.0
8186,490490101051006_9,1,9,0.0,0.0,0.0,1123.04092824574,97.0,423.0,0.0,0.08336119919621916,0.0,0.0
8187,490490101051006_5,1,5,38.0,46.0,0.0,1123.04092824574,97.0,423.0,0.0,0.0747650772476809,0.3917525773195876,0.10874704491725769
8188,490490101051006_10,1,0,0.0,0.0,0.0,1123.04092824574,97.0,423.0,0.0,0.013727194840335044,0.0,0.0
8189,490490101051006_1,1,1,0.0,0.0,0.0,1123.04092824574,97.0,423.0,0.0,0.001236484381926414,0.0,0.0
8190,490490101051006_6,1,6,59.0,261.0,0.0,1123.04092824574,97.0,423.0,0.0,0.28788090443864583,0.6082474226804123,0.6170212765957447
8191,490490006042011_0,0,0,0.0,0.0,0.0,1.01799705186,0.0,0.0,0.0,1.0,1.0,1.0
8192,490490101071550_2,1,2,0.0,0.0,0.0,352.6079558514,0.0,0.0,0.0,0.0452057762562725,0.0452057762562725,0.0452057762562725
8193,490490101071550_1,1,1,0.0,0.0,0.0,352.6079558514,0.0,0.0,0.0,0.9547942237437275,0.9547942237437275,0.9547942237437275
8194,490490007112137_1,1,1,0.0,0.0,0.0,21.43656045527,10.0,10.0,0.0,0.8570059341951743,0.0,0.0
8195,490490007112137_2,1,2,10.0,10.0,0.0,21.43656045527,10.0,10.0,0.0,0.14299406580482557,1.0,1.0
8196,490490101071288_0,0,0,0.0,0.0,0.0,7.13211258332,0.0,0.0,0.0,1.0,1.0,1.0
8197,490490030012000_0,0,0,25.0,25.0,0.0,8.2640727295,25.0,25.0,0.0,1.0,1.0,1.0
8198,490490101052011_0,0,0,144.0,144.0,0.0,10.9366337582,144.0,144.0,0.0,1.0,1.0,1.0
8199,490490101071103_3,1,3,3.0,5.0,0.0,438.22702000423993,4.0,6.0,0.0,0.3846660760976561,0.75,0.8333333333333334
8200,490490101071103_1,1,1,1.0,1.0,0.0,438.22702000423993,4.0,6.0,0.0,0.6037225652777873,0.25,0.16666666666666666
8201,490490101071103_2,1,2,0.0,0.0,0.0,438.22702000423993,4.0,6.0,0.0,0.01161135862455667,0.0,0.0
8202,490490020004011_0,0,0,20.0,20.0,0.0,4.32940371488,20.0,20.0,0.0,1.0,1.0,1.0
8203,490490032031024_0,0,0,40.0,40.0,0.0,14.3154182439,40.0,40.0,0.0,1.0,1.0,1.0
8204,490490022013020_0,0,0,2.0,2.0,0.0,15.3442208482,2.0,2.0,0.0,1.0,1.0,1.0
8205,490490101082011_2,1,2,0.0,0.0,0.0,20.68902113967,0.0,0.0,0.0,0.4025745330430287,0.4025745330430287,0.4025745330430287
8206,490490101082011_3,1,3,0.0,0.0,0.0,20.68902113967,0.0,0.0,0.0,0.5178960636883425,0.5178960636883425,0.5178960636883425
8207,490490101082011_1,1,1,0.0,0.0,0.0,20.68902113967,0.0,0.0,0.0,0.07952940326862872,0.07952940326862872,0.07952940326862872
8208,490490034011007_0,0,0,0.0,0.0,0.0,25.8330654721,0.0,0.0,0.0,1.0,1.0,1.0
8209,490490018022004_0,0,0,92.0,92.0,0.0,5.2862617101,92.0,92.0,0.0,1.0,1.0,1.0
8210,490490034033011_0,0,0,0.0,0.0,0.0,4.80627401497,0.0,0.0,0.0,1.0,1.0,1.0
8211,490490032053011_0,0,0,32.0,32.0,0.0,7.26909435985,32.0,32.0,0.0,1.0,1.0,1.0
8212,490490101071002_1,1,1,0.0,0.0,0.0,23146.0253461688,0.0,0.0,0.0,0.015762401196255015,0.015762401196255015,0.015762401196255015
8213,490490101071002_2,1,2,0.0,0.0,0.0,23146.0253461688,0.0,0.0,0.0,0.0016550166601342938,0.0016550166601342938,0.0016550166601342938
8214,490490101071002_3,1,3,0.0,0.0,0.0,23146.0253461688,0.0,0.0,0.0,0.9825825821436106,0.9825825821436106,0.9825825821436106
8215,490490034022039_0,0,0,0.0,0.0,0.0,0.224841380291,0.0,0.0,0.0,1.0,1.0,1.0
8216,490490017011054_0,0,0,16.0,17.0,0.0,30.7411071652,16.0,17.0,0.0,1.0,1.0,1.0
8217,490490101071615_1,1,1,0.0,0.0,0.0,13.56726014998,0.0,0.0,0.0,0.7260192420688949,0.7260192420688949,0.7260192420688949
8218,490490101071615_2,1,2,0.0,0.0,0.0,13.56726014998,0.0,0.0,0.0,0.27398075793110516,0.27398075793110516,0.27398075793110516
8219,490490101071392_0,0,0,0.0,0.0,0.0,16.5059371747,0.0,0.0,0.0,1.0,1.0,1.0
8220,490490007061004_0,0,0,0.0,0.0,0.0,6.2790405304,0.0,0.0,0.0,1.0,1.0,1.0
8221,490490034023010_0,0,0,17.0,17.0,0.0,6.07062107882,17.0,17.0,0.0,1.0,1.0,1.0
8222,490490029021010_0,0,0,9.0,10.0,0.0,6.03204286502,9.0,10.0,0.0,1.0,1.0,1.0
8223,490490101061088_1,1,1,0.0,0.0,0.0,3.74506629363,0.0,0.0,0.0,0.4798559109425332,0.4798559109425332,0.4798559109425332
8224,490490101061088_2,1,2,0.0,0.0,0.0,3.74506629363,0.0,0.0,0.0,0.5201440890574669,0.5201440890574669,0.5201440890574669
8225,490490009012022_0,0,0,4.0,4.0,0.0,1.99281738584,4.0,4.0,0.0,1.0,1.0,1.0
8226,490490023003000_0,0,0,22.0,22.0,0.0,5.29429478019,22.0,22.0,0.0,1.0,1.0,1.0
8227,490490101061107_1,1,1,0.0,0.0,0.0,33.7190692578,0.0,0.0,0.0,0.33291556101013253,0.33291556101013253,0.33291556101013253
8228,490490101061107_2,1,2,0.0,0.0,0.0,33.7190692578,0.0,0.0,0.0,0.6670844389898675,0.6670844389898675,0.6670844389898675
8229,490490030011002_0,0,0,16.0,16.0,0.0,5.84075110195,16.0,16.0,0.0,1.0,1.0,1.0
8230,490490101062012_1,1,1,31.0,31.0,0.0,138.79352851408,79.0,593.0,0.0,0.072622480367141,0.3924050632911392,0.05227655986509275
8231,490490101062012_2,1,2,48.0,562.0,0.0,138.79352851408,79.0,593.0,0.0,0.9145460091975628,0.6075949367088608,0.9477234401349073
8232,490490101062012_3,1,3,0.0,0.0,0.0,138.79352851408,79.0,593.0,0.0,0.012831510435296211,0.0,0.0
8233,490490005092000_0,0,0,0.0,0.0,0.0,1.37596320368,0.0,0.0,0.0,1.0,1.0,1.0
8234,490490030022006_0,0,0,0.0,0.0,0.0,2.12988472283,0.0,0.0,0.0,1.0,1.0,1.0
8235,490490009032001_1,1,1,0.0,0.0,0.0,11.026167031830001,0.0,0.0,0.0,0.6921337404393914,0.6921337404393914,0.6921337404393914
8236,490490009032001_2,1,2,0.0,0.0,0.0,11.026167031830001,0.0,0.0,0.0,0.3078662595606086,0.3078662595606086,0.3078662595606086
8237,490490032031005_0,0,0,1.0,1.0,0.0,2.98383561,1.0,1.0,0.0,1.0,1.0,1.0
8238,490490022011047_3,1,3,0.0,0.0,0.0,118.90594805789999,0.0,0.0,0.0,0.2194484411258715,0.2194484411258715,0.2194484411258715
8239,490490022011047_1,1,1,0.0,0.0,0.0,118.90594805789999,0.0,0.0,0.0,0.61670808754153,0.61670808754153,0.61670808754153
8240,490490022011047_2,1,2,0.0,0.0,0.0,118.90594805789999,0.0,0.0,0.0,0.16384347133259866,0.16384347133259866,0.16384347133259866
8241,490490005093006_0,0,0,0.0,0.0,0.0,9.05896390248,0.0,0.0,0.0,1.0,1.0,1.0
8242,490490101043016_4,1,4,2.0,110.0,0.0,260.96693548205,2.0,119.0,0.0,0.23600706138397493,1.0,0.9243697478991597
8243,490490101043016_5,1,5,0.0,0.0,0.0,260.96693548205,2.0,119.0,0.0,0.4711886995487129,0.0,0.0
8244,490490101043016_1,1,1,0.0,0.0,0.0,260.96693548205,2.0,119.0,0.0,0.12467919401436199,0.0,0.0
8245,490490101043016_2,1,2,0.0,9.0,0.0,260.96693548205,2.0,119.0,0.0,0.1630577241645499,0.0,0.07563025210084033
8246,490490101043016_3,1,3,0.0,0.0,0.0,260.96693548205,2.0,119.0,0.0,0.005067320888400279,0.0,0.0
8247,490490101081023_1,1,1,0.0,0.0,0.0,18.650937887330002,0.0,0.0,0.0,0.4692213509780135,0.4692213509780135,0.4692213509780135
8248,490490101081023_2,1,2,0.0,0.0,0.0,18.650937887330002,0.0,0.0,0.0,0.5307786490219865,0.5307786490219865,0.5307786490219865
8249,490490032033011_0,0,0,15.0,15.0,0.0,5.72713025666,15.0,15.0,0.0,1.0,1.0,1.0
8250,490490101071167_6,1,6,0.0,0.0,0.0,188.01073708902996,0.0,0.0,0.0,0.1913374634628725,0.1913374634628725,0.1913374634628725
8251,490490101071167_1,1,1,0.0,0.0,0.0,188.01073708902996,0.0,0.0,0.0,0.23699143801558875,0.23699143801558875,0.23699143801558875
8252,490490101071167_2,1,2,0.0,0.0,0.0,188.01073708902996,0.0,0.0,0.0,0.26315841951128044,0.26315841951128044,0.26315841951128044
8253,490490101071167_3,1,3,0.0,0.0,0.0,188.01073708902996,0.0,0.0,0.0,0.20334920488607963,0.20334920488607963,0.20334920488607963
8254,490490101071167_4,1,4,0.0,0.0,0.0,188.01073708902996,0.0,0.0,0.0,0.015564808723898921,0.015564808723898921,0.015564808723898921
8255,490490101071167_5,1,5,0.0,0.0,0.0,188.01073708902996,0.0,0.0,0.0,0.08959866540027996,0.08959866540027996,0.08959866540027996
8256,490490101032052_2,1,2,17.0,17.0,0.0,14.2241489904,32.0,32.0,0.0,0.5628173745876148,0.53125,0.53125
8257,490490101032052_1,1,1,15.0,15.0,0.0,14.2241489904,32.0,32.0,0.0,0.4371826254123852,0.46875,0.46875
8258,490490010022007_0,0,0,16.0,16.0,0.0,5.23001084856,16.0,16.0,0.0,1.0,1.0,1.0
8259,490490101071050_0,0,0,0.0,0.0,0.0,6.58532870546,0.0,0.0,0.0,1.0,1.0,1.0
8260,490490101053017_2,1,2,106.0,142.0,0.0,107.642528345,107.0,217.0,0.0,0.4787852286144664,0.9906542056074766,0.6543778801843319
8261,490490101053017_3,1,3,0.0,47.0,0.0,107.642528345,107.0,217.0,0.0,0.15584829938342154,0.0,0.21658986175115208
8262,490490101053017_1,1,1,1.0,28.0,0.0,107.642528345,107.0,217.0,0.0,0.3653664720021121,0.009345794392523364,0.12903225806451613
8263,490490020002011_0,0,0,38.0,38.0,0.0,6.35991296411,38.0,38.0,0.0,1.0,1.0,1.0
8264,490490101071374_0,0,0,0.0,0.0,0.0,3.51058401391,0.0,0.0,0.0,1.0,1.0,1.0
8265,490490032051000_0,0,0,0.0,0.0,0.0,2.21202811099,0.0,0.0,0.0,1.0,1.0,1.0
8266,490490028022024_0,0,0,0.0,0.0,0.0,8.96522858915,0.0,0.0,0.0,1.0,1.0,1.0
8267,490490006011027_2,1,2,21.0,21.0,0.0,191.7790365767,71.0,71.0,0.0,0.12839309378140634,0.29577464788732394,0.29577464788732394
8268,490490006011027_3,1,3,7.0,7.0,0.0,191.7790365767,71.0,71.0,0.0,0.3914971579579928,0.09859154929577464,0.09859154929577464
8269,490490006011027_1,1,1,43.0,43.0,0.0,191.7790365767,71.0,71.0,0.0,0.4801097482606009,0.6056338028169014,0.6056338028169014
8270,490490022051034_1,1,1,0.0,0.0,0.0,3.08083866084,1.0,1.0,0.0,0.5760653042331354,0.0,0.0
8271,490490022051034_2,1,2,1.0,1.0,0.0,3.08083866084,1.0,1.0,0.0,0.4239346957668646,1.0,1.0
8272,490490006041030_0,0,0,0.0,0.0,0.0,75.0255113531,0.0,0.0,0.0,1.0,1.0,1.0
8273,490490034024001_2,1,2,58.0,62.0,0.0,54.040043146399995,80.0,85.0,0.0,0.6348789505340275,0.725,0.7294117647058823
8274,490490034024001_1,1,1,22.0,23.0,0.0,54.040043146399995,80.0,85.0,0.0,0.3651210494659725,0.275,0.27058823529411763
8275,490490101071252_0,0,0,0.0,0.0,0.0,11.1663446748,0.0,0.0,0.0,1.0,1.0,1.0
8276,490490101072071_0,0,0,0.0,0.0,0.0,1.45603372565,0.0,0.0,0.0,1.0,1.0,1.0
8277,490490101071933_0,0,0,0.0,0.0,0.0,27.544040438,0.0,0.0,0.0,1.0,1.0,1.0
8278,490490101071009_0,0,0,0.0,0.0,0.0,7.17055675316,0.0,0.0,0.0,1.0,1.0,1.0
8279,490490101031020_1,1,1,11.0,16.0,0.0,17.25092760709,44.0,60.0,0.0,0.42289664700126983,0.25,0.26666666666666666
8280,490490101031020_2,1,2,33.0,44.0,0.0,17.25092760709,44.0,60.0,0.0,0.5771033529987302,0.75,0.7333333333333333
8281,490490018013000_0,0,0,38.0,38.0,0.0,5.11005479984,38.0,38.0,0.0,1.0,1.0,1.0
8282,490490006041048_0,0,0,0.0,0.0,0.0,0.149543409672,0.0,0.0,0.0,1.0,1.0,1.0
8283,490490101053000_2,1,2,0.0,0.0,0.0,25.324911273370002,0.0,0.0,0.0,0.16322120635488982,0.16322120635488982,0.16322120635488982
8284,490490101053000_1,1,1,0.0,0.0,0.0,25.324911273370002,0.0,0.0,0.0,0.8367787936451102,0.8367787936451102,0.8367787936451102
8285,490490101071074_10,1,0,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.03689165319519022,0.03689165319519022,0.03689165319519022
8286,490490101071074_5,1,5,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.06017992469514013,0.06017992469514013,0.06017992469514013
8287,490490101071074_11,1,1,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.06405759335991437,0.06405759335991437,0.06405759335991437
8288,490490101071074_1,1,1,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.01932794107590383,0.01932794107590383,0.01932794107590383
8289,490490101071074_6,1,6,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.12081609605123499,0.12081609605123499,0.12081609605123499
8290,490490101071074_2,1,2,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.05117148897910389,0.05117148897910389,0.05117148897910389
8291,490490101071074_7,1,7,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.06956763895502338,0.06956763895502338,0.06956763895502338
8292,490490101071074_12,1,2,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.13399644656080884,0.13399644656080884,0.13399644656080884
8293,490490101071074_3,1,3,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.12987003445393466,0.12987003445393466,0.12987003445393466
8294,490490101071074_8,1,8,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.08900222570047339,0.08900222570047339,0.08900222570047339
8295,490490101071074_13,1,3,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.03830903623173907,0.03830903623173907,0.03830903623173907
8296,490490101071074_9,1,9,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.09959084293309269,0.09959084293309269,0.09959084293309269
8297,490490101071074_4,1,4,0.0,0.0,0.0,975.8528793796002,0.0,0.0,0.0,0.08721907780844045,0.08721907780844045,0.08721907780844045
8298,490490101053033_2,1,2,0.0,13.0,0.0,16.166262296630002,0.0,13.0,0.0,0.36358309803963,0.36358309803963,1.0
8299,490490101053033_1,1,1,0.0,0.0,0.0,16.166262296630002,0.0,13.0,0.0,0.6364169019603699,0.6364169019603699,0.0
8300,490490028012013_0,0,0,13.0,13.0,0.0,10.0749258714,13.0,13.0,0.0,1.0,1.0,1.0
8301,490490101071153_2,1,2,0.0,0.0,0.0,486.46064977236,0.0,0.0,0.0,0.18054041693731696,0.18054041693731696,0.18054041693731696
8302,490490101071153_3,1,3,0.0,0.0,0.0,486.46064977236,0.0,0.0,0.0,0.3262684310175381,0.3262684310175381,0.3262684310175381
8303,490490101071153_4,1,4,0.0,0.0,0.0,486.46064977236,0.0,0.0,0.0,0.003438247642317385,0.003438247642317385,0.003438247642317385
8304,490490101071153_5,1,5,0.0,0.0,0.0,486.46064977236,0.0,0.0,0.0,0.1508014944792111,0.1508014944792111,0.1508014944792111
8305,490490101071153_6,1,6,0.0,0.0,0.0,486.46064977236,0.0,0.0,0.0,0.034366839382637154,0.034366839382637154,0.034366839382637154
8306,490490101071153_1,1,1,0.0,0.0,0.0,486.46064977236,0.0,0.0,0.0,0.3045845705409793,0.3045845705409793,0.3045845705409793
8307,490490032012000_0,0,0,0.0,0.0,0.0,11.3556990326,0.0,0.0,0.0,1.0,1.0,1.0
8308,490490020003001_0,0,0,25.0,25.0,0.0,5.19975662194,25.0,25.0,0.0,1.0,1.0,1.0
8309,490490017022011_2,1,2,0.0,0.0,0.0,30.447361497030002,0.0,0.0,0.0,0.8634905277741247,0.8634905277741247,0.8634905277741247
8310,490490017022011_1,1,1,0.0,0.0,0.0,30.447361497030002,0.0,0.0,0.0,0.13650947222587526,0.13650947222587526,0.13650947222587526
8311,490490024001038_0,0,0,49.0,49.0,0.0,5.61609911481,49.0,49.0,0.0,1.0,1.0,1.0
8312,490490022011048_5,1,5,10.0,123.0,0.0,784.03185672418,10.0,932.0,0.0,0.16906984220493587,1.0,0.13197424892703863
8313,490490022011048_1,1,1,0.0,0.0,0.0,784.03185672418,10.0,932.0,0.0,0.003880003425332987,0.0,0.0
8314,490490022011048_6,1,6,0.0,0.0,0.0,784.03185672418,10.0,932.0,0.0,0.0015289118462972157,0.0,0.0
8315,490490022011048_7,1,7,0.0,59.0,0.0,784.03185672418,10.0,932.0,0.0,0.11947772843604536,0.0,0.06330472103004292
8316,490490022011048_2,1,2,0.0,133.0,0.0,784.03185672418,10.0,932.0,0.0,0.19079264305535026,0.0,0.1427038626609442
8317,490490022011048_8,1,8,0.0,0.0,0.0,784.03185672418,10.0,932.0,0.0,0.1405135468886393,0.0,0.0
8318,490490022011048_3,1,3,0.0,47.0,0.0,784.03185672418,10.0,932.0,0.0,0.13647408024983132,0.0,0.05042918454935622
8319,490490022011048_4,1,4,0.0,570.0,0.0,784.03185672418,10.0,932.0,0.0,0.23826324389356768,0.0,0.6115879828326181
8320,490490101071856_2,1,2,0.0,0.0,0.0,161.4309207145,0.0,0.0,0.0,0.6186002181106949,0.6186002181106949,0.6186002181106949
8321,490490101071856_1,1,1,0.0,0.0,0.0,161.4309207145,0.0,0.0,0.0,0.3813997818893051,0.3813997818893051,0.3813997818893051
8322,490490101071093_0,0,0,0.0,0.0,0.0,20.114444145,0.0,0.0,0.0,1.0,1.0,1.0
8323,490490007032010_0,0,0,44.0,44.0,0.0,12.1819381255,44.0,44.0,0.0,1.0,1.0,1.0
8324,490490034011002_1,1,1,0.0,0.0,0.0,630.9305383738,2.0,2.0,0.0,0.26582287271160016,0.0,0.0
8325,490490034011002_6,1,6,0.0,0.0,0.0,630.9305383738,2.0,2.0,0.0,0.21094548423038698,0.0,0.0
8326,490490034011002_2,1,2,0.0,0.0,0.0,630.9305383738,2.0,2.0,0.0,0.17057381292778623,0.0,0.0
8327,490490034011002_3,1,3,1.0,1.0,0.0,630.9305383738,2.0,2.0,0.0,0.11426474076150651,0.5,0.5
8328,490490034011002_4,1,4,0.0,0.0,0.0,630.9305383738,2.0,2.0,0.0,0.12736141484150557,0.0,0.0
8329,490490034011002_5,1,5,1.0,1.0,0.0,630.9305383738,2.0,2.0,0.0,0.11103167452721452,0.5,0.5
8330,490490021022025_0,0,0,0.0,0.0,0.0,15.1909390525,0.0,0.0,0.0,1.0,1.0,1.0
8331,490490101043000_0,0,0,0.0,0.0,0.0,39.9865816607,0.0,0.0,0.0,1.0,1.0,1.0
8332,490490101071088_13,1,3,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.07824644331387436,0.07824644331387436,0.07824644331387436
8333,490490101071088_3,1,3,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.004264633925996432,0.004264633925996432,0.004264633925996432
8334,490490101071088_8,1,8,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.06712434405462285,0.06712434405462285,0.06712434405462285
8335,490490101071088_9,1,9,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.040884307441616884,0.040884307441616884,0.040884307441616884
8336,490490101071088_4,1,4,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.12538245740916842,0.12538245740916842,0.12538245740916842
8337,490490101071088_14,1,4,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.0030799574633857936,0.0030799574633857936,0.0030799574633857936
8338,490490101071088_5,1,5,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.14833604981162613,0.14833604981162613,0.14833604981162613
8339,490490101071088_10,1,0,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.002095372671361769,0.002095372671361769,0.002095372671361769
8340,490490101071088_1,1,1,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.011386324597131165,0.011386324597131165,0.011386324597131165
8341,490490101071088_6,1,6,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.07630237345390814,0.07630237345390814,0.07630237345390814
8342,490490101071088_11,1,1,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.1560755538050252,0.1560755538050252,0.1560755538050252
8343,490490101071088_2,1,2,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.08038259974455436,0.08038259974455436,0.08038259974455436
8344,490490101071088_7,1,7,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.14147487796348887,0.14147487796348887,0.14147487796348887
8345,490490101071088_12,1,2,0.0,0.0,0.0,1153.66856088133,0.0,0.0,0.0,0.06496470434423962,0.06496470434423962,0.06496470434423962
8346,490490030012010_0,0,0,21.0,23.0,0.0,15.7095803013,21.0,23.0,0.0,1.0,1.0,1.0
8347,490490032051022_2,1,2,13.0,13.0,0.0,26.67080098567,13.0,13.0,0.0,0.36505422511686947,1.0,1.0
8348,490490032051022_1,1,1,0.0,0.0,0.0,26.67080098567,13.0,13.0,0.0,0.6349457748831305,0.0,0.0
8349,490490028022015_0,0,0,0.0,0.0,0.0,38.9398516397,0.0,0.0,0.0,1.0,1.0,1.0
8350,490490031061013_0,0,0,0.0,0.0,0.0,26.186022007,0.0,0.0,0.0,1.0,1.0,1.0
8351,490490027021016_0,0,0,38.0,40.0,0.0,21.8063252815,38.0,40.0,0.0,1.0,1.0,1.0
8352,490490018014004_0,0,0,70.0,142.0,0.0,4.37452953954,70.0,142.0,0.0,1.0,1.0,1.0
8353,490490029014022_0,0,0,2.0,2.0,0.0,4.65123708174,2.0,2.0,0.0,1.0,1.0,1.0
8354,490490022051056_0,0,0,0.0,0.0,0.0,0.229054851343,0.0,0.0,0.0,1.0,1.0,1.0
8355,490490022051013_2,1,2,56.0,57.0,0.0,111.3502586548,65.0,72.0,0.0,0.34397308726367226,0.8615384615384616,0.7916666666666666
8356,490490022051013_1,1,1,9.0,15.0,0.0,111.3502586548,65.0,72.0,0.0,0.6560269127363276,0.13846153846153847,0.20833333333333334
8357,490490101043033_1,1,1,0.0,0.0,0.0,49.9496374384,0.0,0.0,0.0,0.6663950874528356,0.6663950874528356,0.6663950874528356
