,BLKSPLITID,SPLIT,SPLIT_IDX,HH10,HH19,ADDPT,BLK_ACRES,BLK_HH10,BLK_HH19,BLK_ADDPT,PCT_ACRES,PCT_HH10,PCT_HH19
94,490111254033021_0,0,0,18.0,18.0,0.0,11.2384347706,18.0,18.0,0.0,1.0,1.0,1.0
95,490111264052004_0,0,0,7.0,7.0,0.0,6.03036025516,7.0,7.0,0.0,1.0,1.0,1.0
96,490111261042012_0,0,0,0.0,0.0,0.0,1.51053733726,0.0,0.0,0.0,1.0,1.0,1.0
97,490111254061008_0,0,0,52.0,52.0,0.0,15.5722530205,52.0,52.0,0.0,1.0,1.0,1.0
98,490111256001008_0,0,0,0.0,0.0,0.0,10.3076915761,0.0,0.0,0.0,1.0,1.0,1.0
99,490111258014013_0,0,0,0.0,0.0,0.0,9.84931794893,0.0,0.0,0.0,1.0,1.0,1.0
100,490111253042023_0,0,0,9.0,13.0,0.0,4.23298622348,9.0,13.0,0.0,1.0,1.0,1.0
101,490111251021097_0,0,0,0.0,0.0,0.0,0.887214278126,0.0,0.0,0.0,1.0,1.0,1.0
102,490111261014018_0,0,0,17.0,17.0,0.0,5.84185847084,17.0,17.0,0.0,1.0,1.0,1.0
103,490111255012009_0,0,0,20.0,20.0,0.0,5.83025630675,20.0,20.0,0.0,1.0,1.0,1.0
104,490111261051013_0,0,0,12.0,12.0,0.0,3.90825113126,12.0,12.0,0.0,1.0,1.0,1.0
105,490111252002167_0,0,0,0.0,0.0,0.0,1.10993418628,0.0,0.0,0.0,1.0,1.0,1.0
106,490111262021102_0,0,0,0.0,0.0,0.0,1.14383811824,0.0,0.0,0.0,1.0,1.0,1.0
107,490111258042017_0,0,0,17.0,17.0,0.0,5.90794551262,17.0,17.0,0.0,1.0,1.0,1.0
108,490111258013008_0,0,0,20.0,20.0,0.0,5.66002451949,20.0,20.0,0.0,1.0,1.0,1.0
109,490111258083010_0,0,0,169.0,169.0,0.0,2.13057596857,169.0,169.0,0.0,1.0,1.0,1.0
110,490111263063010_0,0,0,10.0,10.0,0.0,3.34823395856,10.0,10.0,0.0,1.0,1.0,1.0
111,490111261043049_0,0,0,30.0,38.0,0.0,35.3162425423,30.0,38.0,0.0,1.0,1.0,1.0
112,490111252002231_0,0,0,0.0,0.0,0.0,0.167332743773,0.0,0.0,0.0,1.0,1.0,1.0
113,490111255022026_0,0,0,19.0,19.0,0.0,3.85672147041,19.0,19.0,0.0,1.0,1.0,1.0
114,490111263062006_0,0,0,76.0,76.0,0.0,35.5645228939,76.0,76.0,0.0,1.0,1.0,1.0
115,490111263051020_0,0,0,0.0,0.0,0.0,1.49783555434,0.0,0.0,0.0,1.0,1.0,1.0
116,490111262022017_0,0,0,18.0,18.0,0.0,6.30449910882,18.0,18.0,0.0,1.0,1.0,1.0
117,490111262021077_0,0,0,16.0,16.0,0.0,13.9332820078,16.0,16.0,0.0,1.0,1.0,1.0
118,490111254051009_0,0,0,12.0,12.0,0.0,2.91756298026,12.0,12.0,0.0,1.0,1.0,1.0
119,490111253031030_0,0,0,13.0,21.0,0.0,8.31930207955,13.0,21.0,0.0,1.0,1.0,1.0
120,490111259071017_0,0,0,0.0,0.0,0.0,4.17139040487,0.0,0.0,0.0,1.0,1.0,1.0
121,490111261012008_0,0,0,0.0,0.0,0.0,11.9631942416,0.0,0.0,0.0,1.0,1.0,1.0
122,490111254051019_0,0,0,23.0,23.0,0.0,6.70980459128,23.0,23.0,0.0,1.0,1.0,1.0
123,490111258072011_0,0,0,0.0,0.0,0.0,2.11861280076,0.0,0.0,0.0,1.0,1.0,1.0
124,490111259052003_0,0,0,24.0,24.0,0.0,6.28519846399,24.0,24.0,0.0,1.0,1.0,1.0
125,490111258081029_0,0,0,0.0,0.0,0.0,2.38145496626,0.0,0.0,0.0,1.0,1.0,1.0
126,490111253053009_0,0,0,28.0,30.0,0.0,9.42307405474,28.0,30.0,0.0,1.0,1.0,1.0
127,490111264021011_0,0,0,0.0,0.0,0.0,0.28400416107,0.0,0.0,0.0,1.0,1.0,1.0
128,490111260011022_0,0,0,90.0,90.0,0.0,4.55197507785,90.0,90.0,0.0,1.0,1.0,1.0
129,490111263031046_0,0,0,0.0,0.0,0.0,4.23829310725,0.0,0.0,0.0,1.0,1.0,1.0
130,490111253032050_0,0,0,7.0,7.0,0.0,1.76179479347,7.0,7.0,0.0,1.0,1.0,1.0
131,490111251041017_0,0,0,0.0,0.0,0.0,3.82187633509,0.0,0.0,0.0,1.0,1.0,1.0
132,490111258052003_0,0,0,2.0,3.0,0.0,1.15573447313,2.0,3.0,0.0,1.0,1.0,1.0
133,490111263051010_0,0,0,10.0,10.0,0.0,3.96332815434,10.0,10.0,0.0,1.0,1.0,1.0
134,490111257022016_0,0,0,53.0,53.0,0.0,18.1969781415,53.0,53.0,0.0,1.0,1.0,1.0
135,490111254012022_0,0,0,0.0,0.0,0.0,0.293846132905,0.0,0.0,0.0,1.0,1.0,1.0
136,490111255021024_0,0,0,0.0,0.0,0.0,0.0654153660716,0.0,0.0,0.0,1.0,1.0,1.0
137,490111259081007_0,0,0,110.0,110.0,0.0,16.7782750883,110.0,110.0,0.0,1.0,1.0,1.0
138,490111254012114_0,0,0,0.0,0.0,0.0,0.375361081729,0.0,0.0,0.0,1.0,1.0,1.0
139,490111253032037_0,0,0,6.0,6.0,0.0,3.0046106685,6.0,6.0,0.0,1.0,1.0,1.0
140,490111258013001_0,0,0,0.0,0.0,0.0,0.502248902972,0.0,0.0,0.0,1.0,1.0,1.0
141,490111254052042_0,0,0,36.0,36.0,0.0,15.6176652748,36.0,36.0,0.0,1.0,1.0,1.0
142,490111261042046_0,0,0,22.0,22.0,0.0,15.232322786,22.0,22.0,0.0,1.0,1.0,1.0
143,490111252002060_0,0,0,0.0,0.0,0.0,53.8955523959,0.0,0.0,0.0,1.0,1.0,1.0
144,490111251041004_0,0,0,0.0,0.0,0.0,0.209611106541,0.0,0.0,0.0,1.0,1.0,1.0
145,490111262041093_0,0,0,0.0,0.0,0.0,1.18207512116,0.0,0.0,0.0,1.0,1.0,1.0
146,490111263032013_0,0,0,14.0,14.0,0.0,4.4347825572,14.0,14.0,0.0,1.0,1.0,1.0
147,490111259051018_0,0,0,18.0,18.0,0.0,5.78103789437,18.0,18.0,0.0,1.0,1.0,1.0
148,490111258011022_0,0,0,13.0,13.0,0.0,3.49605304554,13.0,13.0,0.0,1.0,1.0,1.0
149,490111255022007_0,0,0,26.0,26.0,0.0,5.91853162624,26.0,26.0,0.0,1.0,1.0,1.0
150,490111254033113_0,0,0,0.0,0.0,0.0,137.603659853,0.0,0.0,0.0,1.0,1.0,1.0
151,490111254033071_0,0,0,0.0,0.0,0.0,0.464739442393,0.0,0.0,0.0,1.0,1.0,1.0
152,490111251042028_0,0,0,7.0,7.0,0.0,6.25835945982,7.0,7.0,0.0,1.0,1.0,1.0
153,490111253042014_0,0,0,26.0,34.0,0.0,20.536882894,26.0,34.0,0.0,1.0,1.0,1.0
154,490111263051002_0,0,0,0.0,0.0,0.0,14.0986716898,0.0,0.0,0.0,1.0,1.0,1.0
155,490111254012005_0,0,0,0.0,0.0,0.0,24.2196636263,0.0,0.0,0.0,1.0,1.0,1.0
156,490111262041054_0,0,0,11.0,11.0,0.0,3.29069987648,11.0,11.0,0.0,1.0,1.0,1.0
157,490111257022000_0,0,0,0.0,0.0,0.0,0.335383867299,0.0,0.0,0.0,1.0,1.0,1.0
158,490111253032019_0,0,0,16.0,16.0,0.0,6.83488593946,16.0,16.0,0.0,1.0,1.0,1.0
159,490111261051018_0,0,0,20.0,20.0,0.0,5.01771550451,20.0,20.0,0.0,1.0,1.0,1.0
160,490111251042017_0,0,0,3.0,3.0,0.0,32.030132525,3.0,3.0,0.0,1.0,1.0,1.0
161,490111264022067_0,0,0,4.0,4.0,0.0,2.4004870495,4.0,4.0,0.0,1.0,1.0,1.0
162,490111258072017_0,0,0,0.0,0.0,0.0,3.05795754255,0.0,0.0,0.0,1.0,1.0,1.0
163,490111259081020_0,0,0,13.0,13.0,0.0,11.2703775042,13.0,13.0,0.0,1.0,1.0,1.0
164,490111263032000_0,0,0,51.0,54.0,0.0,36.7088399471,51.0,54.0,0.0,1.0,1.0,1.0
165,490111254051047_0,0,0,12.0,12.0,0.0,3.07535157749,12.0,12.0,0.0,1.0,1.0,1.0
166,490111263031028_0,0,0,7.0,7.0,0.0,2.11631906043,7.0,7.0,0.0,1.0,1.0,1.0
167,490111252002083_0,0,0,0.0,0.0,0.0,3.82517804234,0.0,0.0,0.0,1.0,1.0,1.0
168,490111251022045_0,0,0,0.0,0.0,0.0,0.653030188886,0.0,0.0,0.0,1.0,1.0,1.0
169,490111264042002_0,0,0,6.0,6.0,0.0,2.05057929992,6.0,6.0,0.0,1.0,1.0,1.0
170,490111263051031_0,0,0,10.0,10.0,0.0,7.51288217668,10.0,10.0,0.0,1.0,1.0,1.0
171,490111254052006_0,0,0,11.0,11.0,0.0,3.49631485085,11.0,11.0,0.0,1.0,1.0,1.0
172,490111256001043_0,0,0,0.0,0.0,0.0,10.278579548,0.0,0.0,0.0,1.0,1.0,1.0
173,490111257022026_0,0,0,21.0,21.0,0.0,4.28537141393,21.0,21.0,0.0,1.0,1.0,1.0
174,490111252002298_0,0,0,0.0,0.0,0.0,39.8725543168,0.0,0.0,0.0,1.0,1.0,1.0
175,490111255032022_0,0,0,17.0,17.0,0.0,5.14313142356,17.0,17.0,0.0,1.0,1.0,1.0
176,490111264061011_0,0,0,20.0,20.0,0.0,6.15181891589,20.0,20.0,0.0,1.0,1.0,1.0
177,490111253051014_0,0,0,20.0,20.0,0.0,5.84213882891,20.0,20.0,0.0,1.0,1.0,1.0
178,490111259071006_0,0,0,15.0,15.0,0.0,5.13178311364,15.0,15.0,0.0,1.0,1.0,1.0
179,490111264021069_0,0,0,0.0,0.0,0.0,64.1169412887,0.0,0.0,0.0,1.0,1.0,1.0
180,490111263041091_0,0,0,0.0,0.0,0.0,2.05150831483,0.0,0.0,0.0,1.0,1.0,1.0
181,490111262021142_0,0,0,0.0,0.0,0.0,428.5459102,0.0,0.0,0.0,1.0,1.0,1.0
182,490111253013020_0,0,0,18.0,18.0,0.0,4.52344919274,18.0,18.0,0.0,1.0,1.0,1.0
183,490111251021039_0,0,0,27.0,27.0,0.0,16.1658868138,27.0,27.0,0.0,1.0,1.0,1.0
184,490111251022062_0,0,0,18.0,18.0,0.0,7.15477217888,18.0,18.0,0.0,1.0,1.0,1.0
185,490111258041018_0,0,0,24.0,24.0,0.0,6.1142027489,24.0,24.0,0.0,1.0,1.0,1.0
186,490111259053003_0,0,0,36.0,36.0,0.0,9.29743982348,36.0,36.0,0.0,1.0,1.0,1.0
187,490111262041087_0,0,0,0.0,0.0,0.0,0.925659027228,0.0,0.0,0.0,1.0,1.0,1.0
188,490111261042063_0,0,0,49.0,71.0,0.0,92.514260641,49.0,71.0,0.0,1.0,1.0,1.0
189,490111254052024_0,0,0,8.0,8.0,0.0,2.26012087254,8.0,8.0,0.0,1.0,1.0,1.0
190,490111254062041_0,0,0,9.0,11.0,0.0,4.75076942303,9.0,11.0,0.0,1.0,1.0,1.0
191,490111262041074_0,0,0,15.0,15.0,0.0,7.53814006091,15.0,15.0,0.0,1.0,1.0,1.0
192,490111254062031_0,0,0,15.0,15.0,0.0,6.92485271292,15.0,15.0,0.0,1.0,1.0,1.0
193,490111253012004_0,0,0,30.0,30.0,0.0,13.0611686103,30.0,30.0,0.0,1.0,1.0,1.0
194,490111251021102_0,0,0,0.0,0.0,0.0,0.655584239621,0.0,0.0,0.0,1.0,1.0,1.0
195,490111252002219_0,0,0,0.0,0.0,0.0,19.05654501,0.0,0.0,0.0,1.0,1.0,1.0
196,490111251031048_0,0,0,78.0,92.0,0.0,63.1183406683,78.0,92.0,0.0,1.0,1.0,1.0
197,490111254061022_0,0,0,0.0,0.0,0.0,1.29510757014,0.0,0.0,0.0,1.0,1.0,1.0
198,490111254013014_0,0,0,15.0,15.0,0.0,5.10451628645,15.0,15.0,0.0,1.0,1.0,1.0
199,490111254012053_0,0,0,0.0,0.0,0.0,4.34152142695,0.0,0.0,0.0,1.0,1.0,1.0
200,490111261042053_0,0,0,11.0,11.0,0.0,5.07638262589,11.0,11.0,0.0,1.0,1.0,1.0
201,490111263031051_0,0,0,26.0,29.0,0.0,17.6578108148,26.0,29.0,0.0,1.0,1.0,1.0
202,490111263041082_0,0,0,7.0,7.0,0.0,2.55168457278,7.0,7.0,0.0,1.0,1.0,1.0
203,490111255032002_0,0,0,1.0,10.0,0.0,2.59931303817,1.0,10.0,0.0,1.0,1.0,1.0
204,490111252002070_0,0,0,0.0,0.0,0.0,0.743501490897,0.0,0.0,0.0,1.0,1.0,1.0
205,490111254012010_0,0,0,0.0,0.0,0.0,0.658879214085,0.0,0.0,0.0,1.0,1.0,1.0
206,490111262032001_0,0,0,8.0,8.0,0.0,12.1555396486,8.0,8.0,0.0,1.0,1.0,1.0
207,490111262032022_0,0,0,42.0,43.0,0.0,20.9922873471,42.0,43.0,0.0,1.0,1.0,1.0
208,490111260011001_0,0,0,0.0,0.0,0.0,3.10436347579,0.0,0.0,0.0,1.0,1.0,1.0
209,490111254031015_0,0,0,20.0,25.0,0.0,14.9152312123,20.0,25.0,0.0,1.0,1.0,1.0
210,490111263041020_0,0,0,0.0,0.0,0.0,0.22017594283,0.0,0.0,0.0,1.0,1.0,1.0
211,490111253032057_0,0,0,16.0,16.0,0.0,4.99950917654,16.0,16.0,0.0,1.0,1.0,1.0
212,490111257023021_0,0,0,18.0,18.0,0.0,3.79714174189,18.0,18.0,0.0,1.0,1.0,1.0
213,490111261043018_0,0,0,15.0,15.0,0.0,6.09651978381,15.0,15.0,0.0,1.0,1.0,1.0
214,490111264062023_0,0,0,9.0,9.0,0.0,4.86138467375,9.0,9.0,0.0,1.0,1.0,1.0
215,490111251032063_0,0,0,0.0,0.0,0.0,6.20432014913,0.0,0.0,0.0,1.0,1.0,1.0
216,490111264022047_0,0,0,0.0,0.0,0.0,7.77443943011,0.0,0.0,0.0,1.0,1.0,1.0
217,490111256001058_0,0,0,0.0,0.0,0.0,10.7545595748,0.0,0.0,0.0,1.0,1.0,1.0
218,490111263063002_0,0,0,0.0,0.0,0.0,0.317789337486,0.0,0.0,0.0,1.0,1.0,1.0
219,490111264041022_0,0,0,8.0,8.0,0.0,2.33852251301,8.0,8.0,0.0,1.0,1.0,1.0
220,490111264022012_0,0,0,0.0,0.0,0.0,218.064828261,0.0,0.0,0.0,1.0,1.0,1.0
221,490111259063005_0,0,0,19.0,19.0,0.0,6.3327388442,19.0,19.0,0.0,1.0,1.0,1.0
222,490111263061033_0,0,0,23.0,23.0,0.0,6.53525842355,23.0,23.0,0.0,1.0,1.0,1.0
223,490111254033087_0,0,0,0.0,0.0,0.0,384.915275353,0.0,0.0,0.0,1.0,1.0,1.0
224,490111261014007_0,0,0,16.0,16.0,0.0,5.49808972492,16.0,16.0,0.0,1.0,1.0,1.0
225,490111251022073_0,0,0,2.0,2.0,0.0,1.40716542838,2.0,2.0,0.0,1.0,1.0,1.0
226,490111260014004_0,0,0,14.0,14.0,0.0,2.60781905687,14.0,14.0,0.0,1.0,1.0,1.0
227,490111258013018_0,0,0,65.0,65.0,0.0,19.6308315605,65.0,65.0,0.0,1.0,1.0,1.0
228,490111260021053_0,0,0,4.0,4.0,0.0,1.99096992349,4.0,4.0,0.0,1.0,1.0,1.0
229,490111261051024_0,0,0,67.0,67.0,0.0,16.4854962583,67.0,67.0,0.0,1.0,1.0,1.0
230,490111261013002_0,0,0,0.0,0.0,0.0,4.13119271767,0.0,0.0,0.0,1.0,1.0,1.0
231,490111262022009_0,0,0,13.0,13.0,0.0,2.46672887267,13.0,13.0,0.0,1.0,1.0,1.0
232,490111259061046_0,0,0,120.0,120.0,0.0,2.35259057121,120.0,120.0,0.0,1.0,1.0,1.0
233,490111254033107_0,0,0,0.0,0.0,0.0,613.745565491,0.0,0.0,0.0,1.0,1.0,1.0
234,490111251042034_0,0,0,2.0,2.0,0.0,1.19109834726,2.0,2.0,0.0,1.0,1.0,1.0
235,490111258041048_0,0,0,0.0,0.0,0.0,1.36123140157,0.0,0.0,0.0,1.0,1.0,1.0
236,490111264021023_0,0,0,0.0,0.0,0.0,39.7891758317,0.0,0.0,0.0,1.0,1.0,1.0
237,490111251031027_0,0,0,0.0,0.0,0.0,0.281704793866,0.0,0.0,0.0,1.0,1.0,1.0
238,490111263063019_0,0,0,0.0,0.0,0.0,6.2645467614,0.0,0.0,0.0,1.0,1.0,1.0
239,490111261041033_0,0,0,10.0,10.0,0.0,4.48721853188,10.0,10.0,0.0,1.0,1.0,1.0
240,490111252002155_0,0,0,0.0,0.0,0.0,1.01896112479,0.0,0.0,0.0,1.0,1.0,1.0
241,490111251021065_0,0,0,1.0,1.0,0.0,0.5127094966,1.0,1.0,0.0,1.0,1.0,1.0
