,BLOCKSPLITID,AREAPORTION,HH10,HH19,HH10PORTION,HH19PORTION
36938,490351128161023_1,0.2339112994030554,4.0,6.0,0.36363636363636365,0.3333333333333333
36939,490351128161023_2,0.7660887005969446,7.0,12.0,0.6363636363636364,0.6666666666666666
36940,490351113022011_0,1.0,23.0,23.0,1.0,1.0
36941,490351118012011_1,0.8674715561884205,172.0,210.0,0.7782805429864253,0.8045977011494253
36942,490351118012011_2,0.1325284438115795,49.0,51.0,0.22171945701357465,0.19540229885057472
36943,490351130142008_0,1.0,33.0,57.0,1.0,1.0
36944,490351118013000_0,1.0,85.0,103.0,1.0,1.0
36945,490351128142034_0,1.0,6.0,6.0,1.0,1.0
36946,490351128221016_0,1.0,5.0,7.0,1.0,1.0
36947,490351130122022_1,0.5916212226731933,5.0,5.0,0.625,0.625
36948,490351130122022_2,0.4083787773268066,3.0,3.0,0.375,0.375
36949,490351113061007_0,1.0,9.0,9.0,1.0,1.0
36950,490351120023004_0,1.0,473.0,478.0,1.0,1.0
36951,490351115001050_1,0.836937692312116,0.0,0.0,0.836937692312116,0.836937692312116
36952,490351115001050_2,0.16306230768788407,0.0,0.0,0.16306230768788407,0.16306230768788407
36953,490351126053015_0,1.0,19.0,19.0,1.0,1.0
36954,490351101022026_1,0.029390336684910864,0.0,0.0,0.0,0.0
36955,490351101022026_2,0.9706096633150891,82.0,83.0,1.0,1.0
36956,490351129212000_0,1.0,27.0,27.0,1.0,1.0
36957,490351108003010_0,1.0,30.0,32.0,1.0,1.0
36958,490351128053021_0,1.0,0.0,0.0,1.0,1.0
36959,490351121003006_0,1.0,0.0,0.0,1.0,1.0
36960,490351127003009_0,1.0,6.0,6.0,1.0,1.0
36961,490351126083012_0,1.0,6.0,6.0,1.0,1.0
36962,490351128042010_0,1.0,0.0,0.0,1.0,1.0
36963,490351109002010_0,1.0,0.0,0.0,1.0,1.0
36964,490351117011001_0,1.0,104.0,107.0,1.0,1.0
36965,490351128044008_0,1.0,44.0,44.0,1.0,1.0
36966,490351113022000_0,1.0,55.0,56.0,1.0,1.0
36967,490351126132002_0,1.0,2.0,2.0,1.0,1.0
36968,490351101021069_0,1.0,0.0,0.0,1.0,1.0
36969,490351126122003_0,1.0,15.0,15.0,1.0,1.0
36970,490351126051001_0,1.0,56.0,56.0,1.0,1.0
36971,490351128142007_0,1.0,2.0,2.0,1.0,1.0
36972,490351117022009_0,1.0,0.0,0.0,1.0,1.0
36973,490351114006011_0,1.0,50.0,50.0,1.0,1.0
36974,490351101042032_0,1.0,16.0,17.0,1.0,1.0
36975,490351116001025_0,1.0,0.0,0.0,1.0,1.0
36976,490351129182016_0,1.0,63.0,91.0,1.0,1.0
36977,490351117012010_0,1.0,18.0,18.0,1.0,1.0
36978,490351110011025_0,1.0,0.0,0.0,1.0,1.0
36979,490351121004011_0,1.0,6.0,6.0,1.0,1.0
36980,490351128231000_0,1.0,41.0,41.0,1.0,1.0
36981,490351128141021_0,1.0,8.0,9.0,1.0,1.0
36982,490351116001045_0,1.0,0.0,0.0,1.0,1.0
36983,490351102005005_0,1.0,20.0,20.0,1.0,1.0
36984,490351115001073_0,1.0,2.0,2.0,1.0,1.0
36985,490351104022008_0,1.0,37.0,38.0,1.0,1.0
36986,490351129142009_0,1.0,0.0,0.0,1.0,1.0
36987,490351109004000_0,1.0,8.0,8.0,1.0,1.0
36988,490351130131002_0,1.0,36.0,36.0,1.0,1.0
36989,490351119051000_0,1.0,0.0,0.0,1.0,1.0
36990,490351119031002_1,0.39568377571036484,112.0,115.0,0.7887323943661971,0.7931034482758621
36991,490351119031002_2,0.6043162242896352,30.0,30.0,0.2112676056338028,0.20689655172413793
36992,490351101032046_1,0.38384400759456394,0.0,0.0,0.38384400759456394,0.38384400759456394
36993,490351101032046_2,0.6161559924054362,0.0,0.0,0.6161559924054362,0.6161559924054362
36994,490351107024003_0,1.0,73.0,74.0,1.0,1.0
36995,490351129042016_0,1.0,21.0,21.0,1.0,1.0
36996,490351128134009_0,1.0,14.0,14.0,1.0,1.0
36997,490351128201020_0,1.0,44.0,44.0,1.0,1.0
36998,490351126182008_0,1.0,11.0,11.0,1.0,1.0
36999,490351126132027_0,1.0,16.0,16.0,1.0,1.0
37000,490351103001009_0,1.0,45.0,46.0,1.0,1.0
37001,490351121001018_0,1.0,7.0,7.0,1.0,1.0
37002,490351104013007_0,1.0,14.0,52.0,1.0,1.0
37003,490351111032012_0,1.0,1.0,1.0,1.0,1.0
37004,490351128151004_0,1.0,6.0,6.0,1.0,1.0
37005,490351101043024_0,1.0,0.0,0.0,1.0,1.0
37006,490351116001013_0,1.0,5.0,5.0,1.0,1.0
37007,490351128172018_0,1.0,0.0,0.0,1.0,1.0
37008,490351128171018_1,0.08670664895141846,31.0,31.0,1.0,1.0
37009,490351128171018_2,0.9132933510485814,0.0,0.0,0.0,0.0
37010,490351126142003_0,1.0,8.0,35.0,1.0,1.0
37011,490351118022028_0,1.0,35.0,35.0,1.0,1.0
37012,490351105002022_0,1.0,22.0,23.0,1.0,1.0
37013,490351127001005_0,1.0,98.0,110.0,1.0,1.0
37014,490351114005003_0,1.0,35.0,35.0,1.0,1.0
37015,490351107023002_0,1.0,16.0,16.0,1.0,1.0
37016,490351120013008_0,1.0,0.0,0.0,1.0,1.0
37017,490351130072000_0,1.0,122.0,122.0,1.0,1.0
37018,490351121002062_0,1.0,1.0,1.0,1.0,1.0
37019,490351126103002_1,0.7166655149779744,24.0,24.0,1.0,1.0
37020,490351126103002_2,0.2833344850220257,0.0,0.0,0.0,0.0
37021,490351119051020_0,1.0,0.0,0.0,1.0,1.0
37022,490351126103012_0,1.0,0.0,0.0,1.0,1.0
37023,490351111024000_0,1.0,40.0,54.0,1.0,1.0
37024,490351102003008_0,1.0,20.0,20.0,1.0,1.0
37025,490351126054029_0,1.0,0.0,0.0,1.0,1.0
37026,490351126182051_0,1.0,3.0,3.0,1.0,1.0
37027,490351128152041_0,1.0,1.0,1.0,1.0,1.0
37028,490351111013019_0,1.0,0.0,0.0,1.0,1.0
37029,490351110013009_0,1.0,22.0,27.0,1.0,1.0
37030,490351101021057_0,1.0,5.0,5.0,1.0,1.0
37031,490351128102072_0,1.0,0.0,0.0,1.0,1.0
37032,490351111033013_0,1.0,0.0,0.0,1.0,1.0
37033,490351128232000_0,1.0,51.0,51.0,1.0,1.0
37034,490351101031059_0,1.0,0.0,0.0,1.0,1.0
37035,490351126091015_1,0.08980224837360073,0.0,0.0,0.0,0.0
37036,490351126091015_2,0.9101977516263993,67.0,67.0,1.0,1.0
37037,490351101023099_1,0.9312873896568961,0.0,0.0,0.9312873896568961,0.9312873896568961
37038,490351101023099_2,0.0687126103431039,0.0,0.0,0.0687126103431039,0.0687126103431039
37039,490351128102043_0,1.0,20.0,27.0,1.0,1.0
37040,490351128052023_0,1.0,9.0,26.0,1.0,1.0
37041,490351128102053_0,1.0,0.0,0.0,1.0,1.0
37042,490351111022008_0,1.0,41.0,41.0,1.0,1.0
37043,490351112022000_0,1.0,40.0,40.0,1.0,1.0
37044,490351101044016_0,1.0,12.0,12.0,1.0,1.0
37045,490351110011000_0,1.0,0.0,0.0,1.0,1.0
37046,490351119052004_0,1.0,0.0,0.0,1.0,1.0
37047,490351121002043_0,1.0,11.0,11.0,1.0,1.0
37048,490351126133012_0,1.0,34.0,35.0,1.0,1.0
37049,490351111011029_0,1.0,0.0,0.0,1.0,1.0
37050,490351126053023_0,1.0,0.0,0.0,1.0,1.0
37051,490351129144002_0,1.0,276.0,353.0,1.0,1.0
37052,490351115001105_0,1.0,0.0,0.0,1.0,1.0
37053,490351103002004_0,1.0,21.0,21.0,1.0,1.0
37054,490351128123015_0,1.0,16.0,16.0,1.0,1.0
37055,490351126114000_0,1.0,0.0,0.0,1.0,1.0
37056,490351126091036_0,1.0,1.0,1.0,1.0,1.0
37057,490351129053017_0,1.0,17.0,17.0,1.0,1.0
37058,490351128233014_0,1.0,2.0,32.0,1.0,1.0
37059,490351130112016_0,1.0,0.0,0.0,1.0,1.0
37060,490351128191008_1,0.6682049954989218,0.0,0.0,0.6682049954989218,0.6682049954989218
37061,490351128191008_2,0.3317950045010782,0.0,0.0,0.3317950045010782,0.3317950045010782
37062,490351126083025_0,1.0,28.0,28.0,1.0,1.0
37063,490351113052022_0,1.0,13.0,13.0,1.0,1.0
37064,490351128102090_0,1.0,0.0,0.0,1.0,1.0
37065,490351123022008_0,1.0,0.0,0.0,1.0,1.0
37066,490351129142001_0,1.0,0.0,0.0,1.0,1.0
37067,490351116004008_0,1.0,17.0,17.0,1.0,1.0
37068,490351128201061_0,1.0,0.0,0.0,1.0,1.0
37069,490351105004011_0,1.0,10.0,10.0,1.0,1.0
37070,490351128161016_1,0.04606942335898176,6.0,6.0,0.046153846153846156,0.03636363636363636
37071,490351128161016_2,0.9539305766410183,124.0,159.0,0.9538461538461539,0.9636363636363636
37072,490351128131005_1,0.7935573792888191,24.0,26.0,0.5,0.52
37073,490351128131005_2,0.2064426207111809,24.0,24.0,0.5,0.48
37074,490351129162007_0,1.0,64.0,64.0,1.0,1.0
37075,490351106004009_0,1.0,22.0,22.0,1.0,1.0
37076,490351128201037_0,1.0,0.0,0.0,1.0,1.0
37077,490351126054020_0,1.0,2.0,2.0,1.0,1.0
37078,490351128233021_0,1.0,0.0,0.0,1.0,1.0
37079,490351106003012_0,1.0,32.0,32.0,1.0,1.0
37080,490351122022029_0,1.0,0.0,0.0,1.0,1.0
37081,490351128172034_0,1.0,0.0,0.0,1.0,1.0
37082,490351128101018_0,1.0,17.0,17.0,1.0,1.0
37083,490351110022020_0,1.0,29.0,29.0,1.0,1.0
37084,490351123021014_0,1.0,17.0,17.0,1.0,1.0
37085,490351108002005_0,1.0,0.0,0.0,1.0,1.0
37086,490351128043000_0,1.0,13.0,13.0,1.0,1.0
37087,490351111021018_0,1.0,99.0,99.0,1.0,1.0
37088,490351129132013_0,1.0,62.0,62.0,1.0,1.0
37089,490351128172060_0,1.0,0.0,0.0,1.0,1.0
37090,490351128211036_0,1.0,34.0,53.0,1.0,1.0
37091,490351112012012_0,1.0,92.0,92.0,1.0,1.0
37092,490351130102002_0,1.0,13.0,13.0,1.0,1.0
37093,490351128133004_0,1.0,33.0,33.0,1.0,1.0
37094,490351118022012_0,1.0,10.0,10.0,1.0,1.0
37095,490351122013022_0,1.0,24.0,26.0,1.0,1.0
37096,490351119041004_0,1.0,73.0,73.0,1.0,1.0
37097,490351114004013_0,1.0,30.0,30.0,1.0,1.0
37098,490351126192027_0,1.0,23.0,23.0,1.0,1.0
37099,490351116001005_0,1.0,3.0,3.0,1.0,1.0
37100,490351128192010_0,1.0,0.0,0.0,1.0,1.0
37101,490351113021000_0,1.0,64.0,81.0,1.0,1.0
37102,490351119062009_0,1.0,12.0,12.0,1.0,1.0
37103,490351128124004_0,1.0,41.0,41.0,1.0,1.0
37104,490351128142025_0,1.0,0.0,0.0,1.0,1.0
37105,490351128201001_0,1.0,0.0,4.0,1.0,1.0
37106,490351101032022_1,0.6720447092771067,0.0,0.0,0.6720447092771067,0.6720447092771067
37107,490351101032022_2,0.32795529072289326,0.0,0.0,0.32795529072289326,0.32795529072289326
37108,490351128211027_1,0.19306175279962107,24.0,24.0,0.47058823529411764,0.46153846153846156
37109,490351128211027_2,0.806938247200379,27.0,28.0,0.5294117647058824,0.5384615384615384
37110,490351121002010_0,1.0,0.0,0.0,1.0,1.0
37111,490351117024004_0,1.0,61.0,61.0,1.0,1.0
37112,490351129133009_0,1.0,27.0,27.0,1.0,1.0
37113,490351111033021_0,1.0,0.0,0.0,1.0,1.0
37114,490351101021065_0,1.0,6.0,6.0,1.0,1.0
37115,490351126142018_0,1.0,45.0,46.0,1.0,1.0
37116,490351101031050_0,1.0,0.0,0.0,1.0,1.0
37117,490351106001007_0,1.0,36.0,36.0,1.0,1.0
37118,490351128171039_1,0.820958194039834,0.0,0.0,0.820958194039834,0.820958194039834
37119,490351128171039_2,0.17904180596016592,0.0,0.0,0.17904180596016592,0.17904180596016592
37120,490351130102014_0,1.0,29.0,32.0,1.0,1.0
37121,490351128053007_0,1.0,11.0,11.0,1.0,1.0
37122,490351129212009_0,1.0,7.0,7.0,1.0,1.0
37123,490351116002005_0,1.0,0.0,0.0,1.0,1.0
37124,490351122012013_0,1.0,0.0,0.0,1.0,1.0
37125,490351128201027_0,1.0,0.0,0.0,1.0,1.0
37126,490351126121022_0,1.0,45.0,45.0,1.0,1.0
37127,490351127003026_0,1.0,2.0,2.0,1.0,1.0
37128,490351105002027_0,1.0,0.0,0.0,1.0,1.0
37129,490351128052009_0,1.0,12.0,12.0,1.0,1.0
37130,490351128163011_0,1.0,18.0,18.0,1.0,1.0
37131,490351130081004_0,1.0,64.0,64.0,1.0,1.0
37132,490351128102065_0,1.0,0.0,0.0,1.0,1.0
37133,490351129202014_0,1.0,0.0,0.0,1.0,1.0
37134,490351130142000_0,1.0,0.0,0.0,1.0,1.0
37135,490351128171059_0,1.0,0.0,0.0,1.0,1.0
37136,490351128161002_0,1.0,1.0,1.0,1.0,1.0
37137,490351119032005_0,1.0,12.0,12.0,1.0,1.0
37138,490351122012001_0,1.0,117.0,117.0,1.0,1.0
37139,490351128052016_0,1.0,0.0,0.0,1.0,1.0
37140,490351114001010_0,1.0,26.0,26.0,1.0,1.0
37141,490351130113009_0,1.0,34.0,34.0,1.0,1.0
37142,490351122023013_0,1.0,0.0,0.0,1.0,1.0
37143,490351128212062_0,1.0,0.0,0.0,1.0,1.0
37144,490351128173014_0,1.0,0.0,0.0,1.0,1.0
37145,490351128134018_0,1.0,6.0,6.0,1.0,1.0
37146,490351103001003_0,1.0,0.0,0.0,1.0,1.0
37147,490351110012010_0,1.0,18.0,19.0,1.0,1.0
37148,490351111034030_0,1.0,0.0,0.0,1.0,1.0
37149,490351104021012_0,1.0,15.0,15.0,1.0,1.0
37150,490351120021009_0,1.0,18.0,18.0,1.0,1.0
37151,490351126052000_0,1.0,5.0,5.0,1.0,1.0
37152,490351111024021_0,1.0,3.0,3.0,1.0,1.0
37153,490351128201039_0,1.0,0.0,0.0,1.0,1.0
37154,490351113041005_1,0.0384697912773374,0.0,0.0,0.0,0.0
37155,490351113041005_2,0.9615302087226626,11.0,11.0,1.0,1.0
37156,490351126173004_0,1.0,24.0,24.0,1.0,1.0
37157,490351130132004_0,1.0,48.0,48.0,1.0,1.0
37158,490351115001082_0,1.0,0.0,0.0,1.0,1.0
37159,490351129122008_0,1.0,17.0,17.0,1.0,1.0
37160,490351115001100_0,1.0,18.0,18.0,1.0,1.0
37161,490351116001000_0,1.0,2.0,2.0,1.0,1.0
37162,490351128191014_0,1.0,17.0,17.0,1.0,1.0
37163,490351129071015_0,1.0,10.0,10.0,1.0,1.0
37164,490351112011017_0,1.0,5.0,5.0,1.0,1.0
37165,490351126092000_0,1.0,23.0,23.0,1.0,1.0
37166,490351102004010_0,1.0,29.0,29.0,1.0,1.0
37167,490351129051016_0,1.0,9.0,9.0,1.0,1.0
37168,490351113023018_0,1.0,17.0,17.0,1.0,1.0
37169,490351103005010_0,1.0,89.0,89.0,1.0,1.0
37170,490351118011002_0,1.0,26.0,26.0,1.0,1.0
37171,490351130161002_0,1.0,0.0,0.0,1.0,1.0
37172,490351129172011_0,1.0,0.0,0.0,1.0,1.0
37173,490351115001092_0,1.0,17.0,18.0,1.0,1.0
37174,490351110023018_0,1.0,44.0,44.0,1.0,1.0
37175,490351128141027_0,1.0,27.0,28.0,1.0,1.0
37176,490351101023066_1,0.6846383095183699,34.0,36.0,1.0,1.0
37177,490351101023066_2,0.3153616904816301,0.0,0.0,0.0,0.0
37178,490351113024014_1,0.1876803162982411,0.0,0.0,0.0,0.0
37179,490351113024014_2,0.8123196837017589,31.0,31.0,1.0,1.0
37180,490351126162023_0,1.0,17.0,27.0,1.0,1.0
37181,490351130131009_1,0.18446157896425722,14.0,22.0,1.0,0.5641025641025641
37182,490351130131009_2,0.8155384210357427,0.0,17.0,0.0,0.4358974358974359
37183,490351118022022_0,1.0,0.0,0.0,1.0,1.0
37184,490351126044006_0,1.0,28.0,28.0,1.0,1.0
37185,490351130121023_0,1.0,0.0,0.0,1.0,1.0
37186,490351128142043_0,1.0,0.0,0.0,1.0,1.0
37187,490351111024011_0,1.0,25.0,30.0,1.0,1.0
37188,490351128192033_0,1.0,0.0,0.0,1.0,1.0
37189,490351127004008_0,1.0,26.0,26.0,1.0,1.0
37190,490351128043013_0,1.0,21.0,21.0,1.0,1.0
37191,490351128152016_0,1.0,0.0,0.0,1.0,1.0
37192,490351111011010_0,1.0,30.0,30.0,1.0,1.0
37193,490351116002025_0,1.0,1.0,2.0,1.0,1.0
37194,490351111031011_0,1.0,50.0,58.0,1.0,1.0
37195,490351126055004_0,1.0,62.0,76.0,1.0,1.0
37196,490351117013000_0,1.0,580.0,581.0,1.0,1.0
37197,490351103006012_0,1.0,10.0,10.0,1.0,1.0
37198,490351101032061_0,1.0,0.0,0.0,1.0,1.0
37199,490351126092015_0,1.0,22.0,22.0,1.0,1.0
37200,490351129132001_0,1.0,154.0,156.0,1.0,1.0
37201,490351126043015_0,1.0,20.0,20.0,1.0,1.0
37202,490351101041025_0,1.0,0.0,0.0,1.0,1.0
37203,490351121002034_0,1.0,0.0,0.0,1.0,1.0
37204,490351111012050_0,1.0,16.0,16.0,1.0,1.0
37205,490351126121011_0,1.0,0.0,0.0,1.0,1.0
37206,490351115001042_0,1.0,0.0,0.0,1.0,1.0
37207,490351130132021_0,1.0,3.0,3.0,1.0,1.0
37208,490351128102058_1,0.7982700090768592,0.0,0.0,0.7982700090768592,0.7982700090768592
37209,490351128102058_2,0.20172999092314084,0.0,0.0,0.20172999092314084,0.20172999092314084
37210,490351126173011_0,1.0,30.0,30.0,1.0,1.0
37211,490351118011015_0,1.0,58.0,58.0,1.0,1.0
37212,490351129162014_0,1.0,0.0,0.0,1.0,1.0
37213,490351128162009_0,1.0,4.0,4.0,1.0,1.0
37214,490351110013018_0,1.0,25.0,25.0,1.0,1.0
37215,490351101032054_1,0.6828043441464522,0.0,0.0,0.6828043441464522,0.6828043441464522
37216,490351101032054_2,0.3171956558535478,0.0,0.0,0.3171956558535478,0.3171956558535478
37217,490351115001015_0,1.0,0.0,0.0,1.0,1.0
37218,490351128192021_0,1.0,0.0,0.0,1.0,1.0
37219,490351128151030_0,1.0,8.0,8.0,1.0,1.0
37220,490351126101016_0,1.0,109.0,131.0,1.0,1.0
37221,490351113061001_0,1.0,29.0,29.0,1.0,1.0
37222,490351126111025_0,1.0,3.0,3.0,1.0,1.0
37223,490351128163030_0,1.0,21.0,21.0,1.0,1.0
37224,490351122021012_0,1.0,32.0,32.0,1.0,1.0
37225,490351128172029_0,1.0,0.0,0.0,1.0,1.0
37226,490351122022037_0,1.0,7.0,7.0,1.0,1.0
37227,490351111022017_0,1.0,31.0,32.0,1.0,1.0
37228,490351126081015_0,1.0,9.0,9.0,1.0,1.0
37229,490351126133029_0,1.0,0.0,0.0,1.0,1.0
37230,490351128041008_0,1.0,154.0,154.0,1.0,1.0
37231,490351128202033_1,0.4906875625932531,38.0,38.0,1.0,1.0
37232,490351128202033_2,0.5093124374067469,0.0,0.0,0.0,0.0
37233,490351129202025_0,1.0,0.0,0.0,1.0,1.0
37234,490351113061013_0,1.0,7.0,7.0,1.0,1.0
37235,490351128102087_1,0.4620589236217501,0.0,0.0,0.4620589236217501,0.4620589236217501
37236,490351128102087_2,0.53794107637825,0.0,0.0,0.53794107637825,0.53794107637825
37237,490351114002006_0,1.0,1.0,1.0,1.0,1.0
37238,490351129161001_0,1.0,36.0,36.0,1.0,1.0
37239,490351126102015_0,1.0,11.0,11.0,1.0,1.0
37240,490351126113025_0,1.0,7.0,7.0,1.0,1.0
37241,490351128222005_0,1.0,6.0,17.0,1.0,1.0
37242,490351105001021_0,1.0,10.0,11.0,1.0,1.0
37243,490351118022001_0,1.0,50.0,50.0,1.0,1.0
37244,490351120012000_0,1.0,0.0,0.0,1.0,1.0
37245,490351107024010_0,1.0,53.0,53.0,1.0,1.0
37246,490351119032000_0,1.0,48.0,48.0,1.0,1.0
37247,490351130131017_0,1.0,0.0,0.0,1.0,1.0
37248,490351113051000_0,1.0,46.0,46.0,1.0,1.0
37249,490351128171008_0,1.0,0.0,0.0,1.0,1.0
37250,490351113062004_0,1.0,48.0,48.0,1.0,1.0
37251,490351110012030_0,1.0,0.0,0.0,1.0,1.0
37252,490351115001023_0,1.0,0.0,0.0,1.0,1.0
37253,490351128192014_0,1.0,0.0,0.0,1.0,1.0
37254,490351103003017_0,1.0,37.0,37.0,1.0,1.0
37255,490351130161007_0,1.0,0.0,0.0,1.0,1.0
37256,490351110021019_0,1.0,66.0,69.0,1.0,1.0
37257,490351106001018_0,1.0,0.0,0.0,1.0,1.0
37258,490351128051004_0,1.0,12.0,12.0,1.0,1.0
37259,490351120011004_0,1.0,30.0,30.0,1.0,1.0
37260,490351108002012_0,1.0,4.0,4.0,1.0,1.0
37261,490351109001012_0,1.0,33.0,35.0,1.0,1.0
37262,490351115001110_0,1.0,3.0,3.0,1.0,1.0
37263,490351126084003_0,1.0,73.0,73.0,1.0,1.0
37264,490351139044017_0,1.0,12.0,12.0,1.0,1.0
37265,490490001042004_0,1.0,7.0,7.0,1.0,1.0
37266,490351135201014_0,1.0,21.0,21.0,1.0,1.0
37267,490351131072000_0,1.0,0.0,0.0,1.0,1.0
37268,490490002032023_0,1.0,0.0,1.0,1.0,1.0
37269,490351151061184_0,1.0,0.0,0.0,1.0,1.0
37270,490351148001014_0,1.0,0.0,0.0,1.0,1.0
37271,490351135261014_0,1.0,9.0,9.0,1.0,1.0
37272,490490002061018_0,1.0,6.0,31.0,1.0,1.0
37273,490490002051016_0,1.0,16.0,16.0,1.0,1.0
37274,490351140001008_0,1.0,0.0,0.0,1.0,1.0
37275,490351138033019_0,1.0,13.0,13.0,1.0,1.0
37276,490351135211000_0,1.0,40.0,40.0,1.0,1.0
37277,490351135341032_0,1.0,15.0,15.0,1.0,1.0
37278,490351142001031_0,1.0,0.0,0.0,1.0,1.0
37279,490490005061003_0,1.0,24.0,24.0,1.0,1.0
37280,490351147001067_0,1.0,38.0,38.0,1.0,1.0
37281,490351131051018_0,1.0,0.0,0.0,1.0,1.0
37282,490490001024023_0,1.0,9.0,9.0,1.0,1.0
37283,490490002041019_0,1.0,0.0,0.0,1.0,1.0
37284,490490005071076_0,1.0,15.0,15.0,1.0,1.0
37285,490351138014006_0,1.0,7.0,7.0,1.0,1.0
37286,490351134101001_1,0.24308160278867402,11.0,11.0,0.22,0.22
37287,490351134101001_2,0.756918397211326,39.0,39.0,0.78,0.78
37288,490351130191082_0,1.0,9.0,10.0,1.0,1.0
37289,490351135342027_0,1.0,25.0,25.0,1.0,1.0
37290,490490005052038_0,1.0,0.0,0.0,1.0,1.0
37291,490351135372006_0,1.0,29.0,30.0,1.0,1.0
37292,490351131052060_0,1.0,20.0,22.0,1.0,1.0
37293,490351151061140_0,1.0,13.0,13.0,1.0,1.0
37294,490351130191051_0,1.0,0.0,5.0,1.0,1.0
37295,490351139054007_0,1.0,25.0,25.0,1.0,1.0
37296,490351130201067_0,1.0,16.0,32.0,1.0,1.0
37297,490351151061049_0,1.0,23.0,23.0,1.0,1.0
37298,490351145003217_0,1.0,0.0,0.0,1.0,1.0
37299,490351143003029_1,0.9197227703480261,52.0,52.0,1.0,1.0
37300,490351143003029_2,0.08027722965197395,0.0,0.0,0.0,0.0
37301,490351134062003_0,1.0,113.0,113.0,1.0,1.0
37302,490351135212002_0,1.0,42.0,42.0,1.0,1.0
37303,490351145003105_0,1.0,0.0,0.0,1.0,1.0
37304,490351135101003_0,1.0,113.0,113.0,1.0,1.0
37305,490351145003173_0,1.0,0.0,0.0,1.0,1.0
37306,490351135351071_0,1.0,0.0,0.0,1.0,1.0
37307,490351135131012_0,1.0,36.0,36.0,1.0,1.0
37308,490490002033006_0,1.0,0.0,1.0,1.0,1.0
37309,490351135273010_0,1.0,36.0,36.0,1.0,1.0
37310,490351139061220_0,1.0,7.0,7.0,1.0,1.0
37311,490351131051066_0,1.0,0.0,0.0,1.0,1.0
37312,490351145003208_1,0.6582743720977541,0.0,0.0,0.6582743720977541,0.6582743720977541
37313,490351145003208_2,0.341725627902246,0.0,0.0,0.341725627902246,0.341725627902246
37314,490351131072016_0,1.0,32.0,32.0,1.0,1.0
37315,490490001041013_0,1.0,8.0,8.0,1.0,1.0
37316,490490001032029_0,1.0,0.0,0.0,1.0,1.0
37317,490490004002032_1,0.6722994915120871,0.0,0.0,0.6722994915120871,0.6722994915120871
37318,490490004002032_2,0.327700508487913,0.0,0.0,0.327700508487913,0.327700508487913
37319,490351134121005_0,1.0,19.0,19.0,1.0,1.0
37320,490351139042006_0,1.0,20.0,20.0,1.0,1.0
37321,490490002045003_1,0.7009319052501574,0.0,0.0,0.7009319052501574,0.7009319052501574
37322,490490002045003_2,0.29906809474984264,0.0,0.0,0.29906809474984264,0.29906809474984264
37323,490351130191004_1,0.9310925600796188,72.0,141.0,0.9,0.9463087248322147
37324,490351130191004_2,0.06890743992038122,8.0,8.0,0.1,0.053691275167785234
37325,490351135362004_0,1.0,200.0,200.0,1.0,1.0
37326,490351139054020_0,1.0,0.0,41.0,1.0,1.0
37327,490351145001005_0,1.0,16.0,16.0,1.0,1.0
37328,490490004001009_0,1.0,33.0,33.0,1.0,1.0
37329,490351130191062_1,0.2583227659661918,0.0,0.0,0.2583227659661918,0.2583227659661918
37330,490351130191062_2,0.7416772340338081,0.0,0.0,0.7416772340338081,0.7416772340338081
37331,490351139061180_0,1.0,0.0,0.0,1.0,1.0
37332,490351135351043_0,1.0,8.0,8.0,1.0,1.0
37333,490351135351022_0,1.0,9.0,9.0,1.0,1.0
37334,490351134102000_0,1.0,103.0,119.0,1.0,1.0
37335,490351146002024_0,1.0,21.0,21.0,1.0,1.0
37336,490490005043032_0,1.0,1.0,1.0,1.0,1.0
37337,490351134083012_0,1.0,0.0,0.0,1.0,1.0
37338,490351145003034_0,1.0,0.0,0.0,1.0,1.0
37339,490351139061195_1,0.4450540173584295,0.0,0.0,0.4450540173584295,0.4450540173584295
37340,490351139061195_2,0.5549459826415705,0.0,0.0,0.5549459826415705,0.5549459826415705
37341,490351137022009_0,1.0,41.0,41.0,1.0,1.0
37342,490351136002009_0,1.0,26.0,26.0,1.0,1.0
37343,490351139053015_0,1.0,2.0,2.0,1.0,1.0
37344,490351133072000_0,1.0,69.0,69.0,1.0,1.0
37345,490351130162017_1,0.48514211139253716,4.0,4.0,0.5,0.5
37346,490351130162017_2,0.5148578886074628,4.0,4.0,0.5,0.5
37347,490351133101007_0,1.0,12.0,12.0,1.0,1.0
37348,490490002045019_0,1.0,0.0,0.0,1.0,1.0
37349,490351151061110_0,1.0,0.0,0.0,1.0,1.0
37350,490351131073038_0,1.0,98.0,98.0,1.0,1.0
37351,490351133052016_0,1.0,0.0,0.0,1.0,1.0
37352,490351134103011_0,1.0,36.0,36.0,1.0,1.0
37353,490351133062000_0,1.0,0.0,0.0,1.0,1.0
37354,490351131052027_0,1.0,1.0,1.0,1.0,1.0
37355,490351151061164_0,1.0,0.0,0.0,1.0,1.0
37356,490351139072000_0,1.0,140.0,142.0,1.0,1.0
37357,490490001032012_1,0.9468964790699378,0.0,0.0,0.9468964790699378,0.9468964790699378
37358,490490001032012_2,0.05310352093006213,0.0,0.0,0.05310352093006213,0.05310352093006213
37359,490351145003202_1,0.7620966060060889,0.0,0.0,0.7620966060060889,0.7620966060060889
37360,490351145003202_2,0.2379033939939112,0.0,0.0,0.2379033939939112,0.2379033939939112
37361,490351140001036_0,1.0,0.0,0.0,1.0,1.0
